date,time,DsWrocWybCon,LdLodzGdansk,MpKrakAlKras,MpZakopaSien,MzWarMarszal,PdBialWarsza,PkRzeszRejta,PmGdaWyzwo03,SlKatoKossut,WmOlsPuszkin,WpPoznPolank,ZpSzczLacz04
16/03/09,08:00,32.5373,19.02,73.1232,27.8515,89.8316,64.8,61.1781,49.9229,35.8855,58.1151,18.7,55.5837
16/03/09,16:00,30.42,21.556,60.1425,16.1152,44.9396,14.6,25.0816,4.70367,77.3332,38.8926,27.8,28.9517
16/03/10,00:00,71.5925,30.432,54.6639,17.6702,24.686,12.2,33.0239,23.3573,41.4322,37.6742,44.0971,43.7336
16/03/10,08:00,56.2147,27.896,39.6037,17.5871,27.296,14.2,20.5801,13.2447,41.886,27.7494,30.6,39.3381
16/03/10,16:00,37.8071,79.884,40.068,20.3537,58.5116,13.4,18.9787,11.4873,43.6454,22.2749,20.3,25.4349
16/03/11,00:00,38.5213,27.896,35.4433,31.7855,35.5436,9.0,35.6898,9.20111,28.0886,21.9257,31.6606,28.1111
16/03/11,08:00,45.3812,26.628,36.2612,9.7935,22.4936,9.6,33.3913,10.5117,20.9306,15.2437,28.1,20.5614
16/03/11,16:00,35.3341,19.02,74.394,28.0512,31.5764,10.9,40.3056,8.36461,38.4875,30.9847,15.8497,11.6688
16/03/12,00:00,33.3312,29.164,33.1637,65.5745,41.4944,9.6,30.6124,6.592,26.9587,31.3729,22.9,8.89349
16/03/12,08:00,31.8518,25.36,27.2837,26.0276,35.0216,13.4,23.6039,9.7765,22.8104,23.8347,13.4,13.7919
16/03/12,16:00,28.9538,35.504,31.0987,17.2562,44.2088,13.7,18.2157,1.53758,22.2917,37.0679,16.3353,15.6512
16/03/13,00:00,49.0793,26.628,27.2615,35.6818,39.9284,10.7,46.4851,8.02158,28.3695,37.9603,,20.4969
16/03/13,08:00,38.3048,15.216,21.5116,20.72,21.7628,11.4,12.9499,12.3209,25.6811,27.2743,,7.00634
16/03/13,16:00,38.3595,5.072,44.3126,11.8791,39.1976,9.8,7.84803,1.90142,17.8999,14.4574,13.7,15.2163
16/03/14,00:00,43.8431,69.74,41.4216,13.2086,48.5936,21.1,16.0302,12.066,49.3181,59.6694,35.0064,20.3556
16/03/14,08:00,54.0438,58.328,60.984,33.3336,83.7764,68.9,36.1608,10.673,64.1856,44.6914,34.3339,8.77706
16/03/14,16:00,40.8719,,38.8885,10.7149,62.1656,26.1,12.6861,1.0,22.4548,21.3319,,26.697
16/03/15,00:00,34.6159,,65.0603,39.6209,26.5652,9.3,51.1009,1.49417,43.4807,10.5506,34.5,17.4571
16/03/15,08:00,30.8981,8.876,31.3921,14.9727,22.598,10.6,17.7541,6.35269,21.2475,9.18139,18.4,13.5741
16/03/15,16:00,26.4607,29.164,41.8489,15.0674,38.258,7.1,20.1939,7.39306,58.5187,16.3247,19.2036,17.4336
16/03/16,00:00,40.1819,41.844,40.5478,7.90966,24.686,14.3,21.5598,5.26389,29.3769,25.5917,27.6,19.1307
16/03/16,08:00,39.5786,40.576,60.0778,47.7566,64.88,31.8,22.8409,7.624,26.1639,39.3258,27.6,20.1161
16/03/16,16:00,36.5855,30.432,58.06,25.7243,95.156,12.8,15.6817,1.13117,31.1051,17.5775,19.24,12.959
16/03/17,00:00,162.338,64.668,163.575,43.1293,45.1484,20.0,146.102,4.09167,123.167,80.6757,91.8,23.509
16/03/17,08:00,156.266,82.42,163.661,25.0973,61.8524,21.8,70.4873,1.13433,222.869,28.5389,191.534,27.9879
16/03/17,16:00,51.9957,16.484,65.1158,22.1103,49.0112,25.1,33.542,3.71456,56.9962,30.4749,73.08,14.6982
16/03/18,00:00,96.0626,90.028,172.256,39.5775,37.5272,33.3,57.0261,6.174,149.194,21.6029,61.43,38.8129
16/03/18,08:00,75.4583,49.452,151.122,31.6594,51.0992,25.1,58.1471,5.58981,119.352,17.7211,48.5114,5.53514
16/03/18,16:00,44.2145,48.184,50.7401,19.902,35.3348,14.2,31.6109,13.3268,43.4439,2.61236,32.77,10.5213
16/03/19,00:00,38.9913,13.948,52.0301,44.6802,24.686,2.9,39.5143,4.86814,36.9241,4.24792,22.23,29.7922
16/03/19,08:00,22.7667,22.824,25.4371,9.24821,18.6308,10.1,14.3346,8.09325,16.2736,6.12305,18.9989,39.5468
16/03/19,16:00,22.5622,15.216,17.5356,8.5923,22.7024,16.6,2.65996,2.79203,29.1872,11.3024,17.73,11.8739
16/03/20,00:00,60.0506,40.576,92.3425,31.2204,41.1812,18.3,36.2361,6.40875,78.5584,18.931,48.51,33.0433
16/03/20,08:00,36.6299,29.164,82.9529,14.5474,37.736,16.0,30.4617,14.07,41.7826,20.6715,29.4481,14.9935
16/03/20,16:00,29.1985,46.916,46.879,29.6764,36.692,15.6,34.663,2.57283,24.2476,16.0417,27.27,8.46981
16/03/21,00:00,24.0883,30.432,43.7955,26.7992,38.6756,23.6,33.1464,4.41928,51.9199,23.3168,20.59,39.1419
16/03/21,08:00,30.4596,31.7,35.2747,14.6998,47.3408,24.3,24.2068,9.25811,26.0427,20.1058,25.1,12.175
16/03/21,16:00,43.9726,25.36,42.1785,30.8285,44.4176,18.6,21.0417,4.09111,27.7423,12.6426,40.89,8.87434
16/03/22,00:00,21.8032,16.484,101.112,23.2644,29.6972,20.5,42.5946,6.2935,34.2037,27.2787,22.76,7.45558
16/03/22,08:00,26.8684,13.948,36.351,16.7332,29.384,15.0,21.1076,6.00483,21.9725,14.4174,12.091,10.9375
16/03/22,16:00,38.1327,15.216,32.8773,12.4774,28.4444,9.3,10.43,2.01625,25.5136,9.69611,12.1,10.075
16/03/23,00:00,38.2441,35.504,87.2042,59.6626,30.95,13.1,12.6108,29.7067,68.5452,32.3217,34.52,34.4778
16/03/23,08:00,36.2145,29.164,36.2915,27.5511,44.8352,18.1,26.0814,61.1956,54.5003,44.8013,54.3331,17.0
16/03/23,16:00,36.4854,17.752,100.067,29.2047,41.4944,13.6,14.7114,24.5718,46.1948,9.95458,45.72,25.5627
16/03/24,00:00,32.7032,31.7,64.5592,28.5333,43.8956,35.8,65.2686,20.1877,156.061,34.5494,31.91,31.9824
16/03/24,08:00,40.6226,48.184,64.8777,17.2045,51.5168,25.4,23.0387,26.9572,66.9543,40.2029,41.7,15.4974
16/03/24,16:00,36.6394,21.556,27.6448,17.6918,54.0224,11.7,13.9296,26.4391,17.424,20.4264,35.74,7.18924
16/03/25,00:00,59.2455,112.852,122.983,74.0842,86.1776,264.6,214.585,67.688,141.331,23.7944,54.66,37.6255
16/03/25,08:00,92.7313,81.152,129.357,39.5451,126.8936,111.3,52.1654,64.0051,85.8587,62.2079,62.0342,27.4626
16/03/25,16:00,56.4329,48.184,48.3122,26.5432,52.5608,24.4,16.1715,11.4649,32.4182,41.5806,51.16,52.3405
16/03/26,00:00,63.7961,102.708,89.9255,35.9642,80.018,49.3,35.0586,27.2296,83.0155,54.7286,65.14,19.5093
16/03/26,08:00,35.6853,20.288,83.972,31.9474,69.4736,35.1,52.0052,6.52358,40.6254,49.0232,32.2,15.9197
16/03/26,16:00,19.657,11.412,26.152,11.6794,49.22,41.0,22.0779,4.83064,24.7272,24.5494,13.91,7.24156
16/03/27,00:00,132.262,32.968,84.8995,85.1268,76.9904,52.2,38.6382,14.0278,95.5803,43.1717,,26.3084
16/03/27,08:00,62.774,32.968,85.19,23.134,73.9628,67.1,43.7627,16.4304,60.1052,49.8569,35.5,30.657
16/03/27,16:00,16.849,12.68,27.0777,4.80259,34.8128,10.9,33.8435,18.423,20.06,47.8425,22.73,22.4146
16/03/28,00:00,33.2901,,68.9535,54.7868,47.132,121.2,50.9596,35.4772,42.4357,28.7904,40.69,8.86334
16/03/28,08:00,29.4745,,64.736,31.6759,55.1708,34.2,32.4587,48.9084,20.5096,34.8883,37.7978,15.9199
16/03/28,16:00,27.5045,,23.779,11.1585,40.2416,33.7,18.1497,1.74511,12.1031,22.8346,13.55,5.19724
16/03/29,00:00,37.6291,,97.7917,70.7637,40.9724,35.3,14.5513,41.0794,32.989,28.6658,17.78,9.09643
16/03/29,08:00,40.1712,49.452,78.7535,25.3662,,48.2,32.1384,48.6007,20.628,39.5501,19.8481,14.923
16/03/29,16:00,58.2998,32.968,23.4303,18.894,18.6308,34.2,21.7011,2.86144,42.4992,16.7853,48.18,6.97653
16/03/30,00:00,28.8388,10.144,42.3763,9.45138,19.7792,13.8,40.4469,5.71906,38.485,5.2543,17.47,17.0061
16/03/30,08:00,55.1701,26.628,94.7205,10.3714,27.6092,5.0,25.9495,14.623,20.153,22.6254,19.88,15.9963
16/03/30,16:00,41.0721,17.752,21.2118,16.4088,23.4332,14.7,16.3411,4.70478,18.4009,22.2081,23.43,11.5915
16/03/31,00:00,17.6772,8.876,73.6452,3.0,33.8732,12.1,59.042,20.0206,69.5166,38.2551,24.84,11.2585
16/03/31,08:00,45.5244,26.628,87.2515,50.1487,32.4116,27.2,38.6853,16.2248,42.928,25.8204,26.2593,17.2373
16/03/31,16:00,33.5262,32.968,38.6575,17.7908,50.4728,15.7,21.1924,2.93633,31.1472,7.6375,24.62,10.5141
16/04/01,00:00,33.1386,38.04,52.563,38.0048,38.6756,110.6,22.125,15.1487,38.4543,34.3771,25.4,16.6092
16/04/01,08:00,21.247,12.68,47.9585,77.5153,22.2848,16.8,22.3228,17.5911,34.1013,43.8256,19.2,17.2931
16/04/01,16:00,68.6463,19.02,34.087,5.26461,23.3288,12.4,10.869,5.25883,35.9701,8.35083,12.17,4.30168
16/04/02,00:00,63.4799,13.948,89.7434,38.8358,15.3944,9.3,25.7328,26.1067,90.7459,3.8475,19.98,25.4973
16/04/02,08:00,50.2161,,97.8176,31.902,37.4228,15.2,23.0199,19.5661,124.551,26.8439,80.2158,20.1368
16/04/02,16:00,23.9604,,18.2756,10.1488,23.3288,19.5,9.98543,2.70503,13.8421,7.59255,37.07,16.6527
16/04/03,00:00,50.3523,,51.6136,57.0526,94.112,122.2,89.7417,52.3245,44.5044,105.835,15.53,26.578
16/04/03,08:00,52.5025,,77.8154,44.9896,37.8404,41.1,59.0796,32.4508,36.5162,28.8004,29.0077,28.1932
16/04/03,16:00,28.2927,,33.9914,12.3681,29.6972,12.0,16.5295,2.54381,12.6098,13.11,23.51,30.2022
16/04/04,00:00,66.2875,51.988,76.8998,54.8384,46.61,47.8,28.9545,63.7045,67.5036,27.1126,40.7,40.4522
16/04/04,08:00,74.7291,65.936,149.004,65.157,80.9576,41.6,29.5385,110.792,58.4271,74.4422,57.2687,50.415
16/04/04,16:00,43.8118,38.04,42.3198,64.8023,58.5116,,31.5827,18.9894,36.2029,32.8631,36.76,36.0183
16/04/05,00:00,115.286,38.04,93.3636,70.7009,65.7152,38.2,54.1624,32.9421,73.0626,40.0814,73.04,54.5463
16/04/05,08:00,158.985,62.132,121.307,44.9773,85.0292,39.4,47.6155,126.016,98.1377,74.5719,93.2337,74.8807
16/04/05,16:00,58.7501,44.38,42.2217,48.503,96.5132,,41.7374,20.164,44.7032,55.3019,80.41,46.633
16/04/06,00:00,76.4741,185.128,138.368,84.9796,106.7444,,49.1039,41.3477,106.774,64.4933,122.47,53.4827
16/04/06,08:00,22.9994,35.504,128.488,73.4336,82.4192,64.0,65.4193,7.21817,61.2843,64.5215,46.8046,19.5186
16/04/06,16:00,44.197,10.144,49.5611,37.4173,36.9008,19.4,37.489,5.00447,32.9864,17.5102,29.67,26.8922
16/04/07,00:00,50.3186,36.772,89.7505,49.9584,51.0992,22.6,30.4994,4.52706,65.14,33.4043,41.62,23.5034
16/04/07,08:00,58.0628,50.72,110.872,40.7419,51.4124,42.4,29.5856,48.4744,77.3656,47.0122,35.5617,12.08
16/04/07,16:00,30.3979,22.824,42.6031,40.3312,33.038,20.4,32.2583,11.0165,39.297,27.7572,38.05,25.3108
16/04/08,00:00,27.0085,31.7,58.1898,34.5039,41.0768,54.6,54.2182,30.7993,52.9961,24.9188,32.8,25.1836
16/04/08,08:00,65.3599,24.092,96.2334,16.7276,56.4236,41.9,35.3047,62.7859,25.1477,26.0192,30.4771,22.5139
16/04/08,16:00,31.115,22.824,51.2691,48.4659,60.182,23.7,35.0392,9.83786,26.1606,15.0337,31.36,17.6214
16/04/09,00:00,24.4888,40.576,31.6021,15.936,45.3572,23.2,43.1996,27.2678,25.7519,84.3628,65.09,11.452
16/04/09,08:00,27.6494,8.876,35.1824,11.0131,32.4116,22.2,29.513,37.7893,10.5097,38.7675,56.5407,22.1438
16/04/09,16:00,32.1824,12.68,37.6691,26.3016,40.5548,29.5,19.3414,5.88131,23.0113,29.8085,38.18,15.856
16/04/10,00:00,39.1725,,40.3187,12.6236,30.8456,14.1,32.3781,12.0907,22.8641,12.9147,26.82,19.3156
16/04/10,08:00,21.0187,,39.3244,7.81698,23.12,11.4,16.2187,8.88178,44.2233,12.1982,16.5343,25.7681
16/04/10,16:00,32.3125,24.092,64.0152,17.3092,32.6204,16.0,28.9689,2.62047,36.0326,17.5939,15.24,13.2097
16/04/11,00:00,27.525,34.236,52.6884,17.1019,21.1364,9.4,22.2183,8.71061,40.2535,23.8964,17.38,19.3057
16/04/11,08:00,44.4984,29.164,61.3281,25.9886,30.6368,15.1,27.3406,12.3017,47.0721,25.2486,19.2031,15.9269
16/04/11,16:00,46.9625,34.236,93.5613,31.0132,54.3356,11.7,29.0537,5.81919,51.4417,30.5411,19.48,16.9902
16/04/12,00:00,67.9424,36.772,118.595,32.357,30.0104,16.7,52.555,7.68408,97.0256,22.4719,28.86,18.1671
16/04/12,08:00,82.9668,45.648,55.3586,48.129,43.6868,18.0,64.2128,15.0268,79.2434,23.321,30.9775,23.9076
16/04/12,16:00,74.6706,40.576,64.5451,27.2118,68.012,32.7,42.9621,7.20442,65.9759,42.325,49.77,33.9208
16/04/13,00:00,98.255,60.864,104.13,26.7348,60.5996,39.1,40.0477,31.1909,66.8576,40.4122,85.1,43.658
16/04/13,08:00,117.364,63.4,88.8049,16.5726,81.8972,35.6,26.4295,28.1091,43.2876,48.924,98.169,50.8983
16/04/13,16:00,37.2925,27.896,35.2885,14.1102,75.1112,49.1,23.9801,3.41289,29.8415,19.5561,65.73,52.5392
16/04/14,00:00,64.5064,76.08,113.665,19.0772,93.4856,42.2,66.0005,7.50578,102.307,10.8374,59.96,39.8747
16/04/14,08:00,21.5061,32.968,99.6002,24.6514,27.1916,17.3,38.3888,13.267,75.1757,20.1714,52.2198,27.8181
16/04/14,16:00,25.6409,,51.1505,10.6041,48.3848,17.8,45.1271,5.3775,32.8303,17.1824,30.55,15.171
16/04/15,00:00,35.8232,,35.6324,6.37823,31.6808,38.8,27.6369,9.29414,20.3517,7.73569,22.49,16.3623
16/04/15,08:00,46.008,32.968,77.1452,14.5666,40.346,24.6,42.0477,10.2414,47.5462,9.71292,35.3322,32.1562
16/04/15,16:00,28.0251,11.412,37.1685,4.83157,40.2416,15.8,21.4182,2.29167,16.8228,27.8374,31.02,23.862
16/04/16,00:00,23.9572,12.68,42.4895,20.3972,37.9448,46.7,22.7937,37.0635,21.7879,30.6065,27.49,17.3016
16/04/16,08:00,27.8382,24.092,52.2877,8.80048,45.044,22.5,14.0994,9.14564,20.4448,41.9936,29.5762,11.7098
16/04/16,16:00,28.2121,31.7,28.8933,13.27,27.5048,15.3,17.3538,28.5839,22.2793,60.6881,12.95,11.1815
16/04/17,00:00,43.8518,36.772,72.472,43.1625,40.346,15.9,22.1001,9.67867,44.5756,23.5596,21.08,13.9444
16/04/17,08:00,36.5019,35.504,80.3758,14.3795,51.9344,24.7,21.6041,13.0644,27.7172,19.6894,19.2923,9.84433
16/04/17,16:00,16.7114,21.556,31.0985,20.7866,26.774,12.5,25.4706,12.0192,20.926,15.0324,16.01,12.3735
16/04/18,00:00,21.2013,12.68,27.6275,34.0791,23.2244,12.7,18.4482,6.89361,11.7239,27.5606,16.45,8.65178
16/04/18,08:00,,15.216,21.2729,3.93497,23.8508,23.6,13.2317,23.5396,16.3341,9.11278,17.334,18.552
16/04/18,16:00,25.9353,21.556,41.7387,14.6306,22.1804,6.4,9.03018,5.22961,20.6807,10.6519,27.31,14.0401
16/04/19,00:00,46.2419,27.896,82.581,24.1762,40.4504,15.3,38.074,3.53194,56.1449,16.7753,24.73,16.3978
16/04/19,08:00,52.7468,29.164,107.132,19.3865,47.9672,28.8,21.1655,6.38678,64.5067,19.7033,31.5118,15.4244
16/04/19,16:00,82.3527,17.752,50.2522,16.0973,52.1432,34.8,13.9062,24.3182,39.8028,10.9079,54.76,26.8773
16/04/20,00:00,24.6226,26.628,100.509,19.86,19.7792,26.9,27.5899,13.3899,28.221,9.76708,26.4,16.1906
16/04/20,08:00,26.6145,31.7,34.7526,15.7231,25.6256,13.6,26.8765,13.4338,34.0714,2.70319,20.5606,16.5506
16/04/20,16:00,43.5228,16.484,23.5879,20.9647,18.2132,79.5,13.4545,8.38417,25.0091,11.6611,36.78,15.6747
16/04/21,00:00,47.6982,21.556,57.4462,41.6585,26.252,7.8,13.5426,15.7647,42.5447,17.5631,26.56,14.6839
16/04/21,08:00,54.553,35.504,60.1328,25.6368,37.8404,13.1,27.5657,8.94486,42.5816,27.9939,44.271,19.872
16/04/21,16:00,47.5113,17.752,25.5246,6.83266,31.8896,14.2,19.962,3.13503,22.6685,10.0117,39.25,14.9155
16/04/22,00:00,52.561,53.256,88.3205,34.2404,34.7084,23.4,54.9765,9.95194,39.4456,15.334,35.52,16.5308
16/04/22,08:00,33.4948,35.504,69.628,26.4842,32.2028,23.6,29.5647,23.5407,53.0368,13.0268,24.2819,19.7156
16/04/22,16:00,14.8268,11.412,25.3509,15.0477,28.34,55.8,22.6863,2.46383,20.4181,6.995,17.99,17.5282
16/04/23,00:00,69.2167,44.38,91.4676,73.0476,45.4616,10.9,69.6483,12.7997,56.1103,37.6122,33.01,26.6599
16/04/23,08:00,63.1885,50.72,92.4578,32.7725,52.352,10.7,36.1766,10.2524,47.9486,9.32514,86.6154,17.4406
16/04/23,16:00,28.3109,19.02,28.4709,11.7553,30.3236,14.1,24.6628,5.67128,26.7633,11.7996,45.22,17.9132
16/04/24,00:00,19.1073,24.092,67.6222,82.0212,35.126,13.7,66.0958,17.3862,39.5543,10.2564,22.52,19.0443
16/04/24,08:00,22.2708,20.288,7.6295,6.94195,10.8008,10.4,25.5199,14.3461,15.841,4.16055,16.7869,6.49401
16/04/24,16:00,16.2897,12.68,26.3091,11.8566,15.812,8.6,10.2239,1.07872,13.7697,6.69486,11.81,3.2535
16/04/25,00:00,27.055,29.164,50.096,19.1682,15.812,10.7,13.6324,24.1251,24.8966,19.9772,11.49,20.1851
16/04/25,08:00,26.8922,26.628,48.0401,30.7585,37.4228,14.9,20.1262,10.4717,26.9122,40.6271,36.5351,11.8893
16/04/25,16:00,21.5467,16.484,22.0777,15.613,27.5048,12.6,13.9845,6.41631,19.8282,12.0435,34.66,7.20434
16/04/26,00:00,41.1719,30.432,78.545,45.6202,26.3564,10.8,15.1483,15.6564,81.1043,13.2003,29.15,8.35589
16/04/26,08:00,31.4646,27.896,62.9047,13.8924,80.2268,10.3,32.3207,49.1007,39.3233,60.1314,30.4014,21.7701
16/04/26,16:00,29.2801,26.628,17.1252,5.48566,33.4556,13.0,11.1348,19.0574,17.978,19.2108,33.67,8.86381
16/04/27,00:00,40.3516,15.216,73.2802,9.52381,27.1916,42.4,20.5929,10.8573,18.3979,20.4672,18.55,8.92127
16/04/27,08:00,33.5012,16.484,38.9218,11.3238,18.3176,33.0,17.7077,34.3644,11.3564,18.9011,26.5331,12.3893
16/04/27,16:00,32.7974,25.36,22.999,27.8476,21.554,44.4,16.8047,21.7426,18.7939,22.5975,23.34,11.6538
16/04/28,00:00,32.3921,29.164,32.3558,5.48231,14.8724,32.7,9.03939,58.7453,32.3149,24.5263,29.22,8.84398
16/04/28,08:00,32.3091,30.432,47.0856,11.4384,35.8568,7.4,11.5946,17.1794,19.9955,28.0011,32.9928,13.223
16/04/28,16:00,71.934,12.68,13.511,6.14896,21.3452,13.0,5.74016,16.5065,11.3867,25.0015,47.9,11.5797
16/04/29,00:00,27.7766,32.968,22.7515,15.6817,24.0596,78.7,12.5969,24.6915,59.615,15.1415,36.55,15.2964
16/04/29,08:00,53.832,41.844,51.8288,13.3695,29.4884,21.3,17.0651,76.6423,36.8686,32.1061,38.6442,17.8093
16/04/29,16:00,22.9433,6.34,28.6046,8.30467,31.1588,12.6,14.0179,18.6826,13.5559,14.3736,23.57,7.87673
16/04/30,00:00,48.7663,29.164,142.453,56.7197,50.9948,44.6,17.0325,18.8132,64.9279,24.2249,36.15,33.7268
16/04/30,08:00,38.9452,24.092,49.4181,12.9452,51.7256,17.1,12.7246,20.393,36.4683,30.7889,33.9911,30.4368
16/04/30,16:00,21.6634,12.68,30.9606,3.0,28.862,18.0,11.9022,4.86525,22.8533,10.5407,16.73,21.6235
16/05/01,00:00,29.8996,48.184,50.839,67.0429,30.3236,22.1,47.2198,9.33586,28.5318,34.9393,26.17,31.2889
16/05/01,08:00,29.2811,38.04,58.2881,10.8669,45.566,14.3,13.8363,10.5541,28.1569,22.4667,36.0184,24.8337
16/05/01,16:00,24.9645,19.02,29.1967,14.0305,25.9388,12.8,13.7888,8.542,18.2002,15.7549,15.71,19.3977
16/05/02,00:00,49.6601,38.04,29.5402,38.8023,35.7524,59.7,17.0847,7.66939,19.6725,22.7181,23.21,12.9053
16/05/02,08:00,33.2919,29.164,36.9163,28.9765,38.1536,17.1,12.6917,9.37108,19.8396,19.0199,24.8609,19.8153
16/05/02,16:00,21.1999,20.288,47.4368,10.611,37.5272,9.5,18.5413,1.029,19.3461,13.8093,11.2,14.6923
16/05/03,00:00,37.4674,11.412,29.8092,18.4821,33.3512,41.1,24.0357,2.17564,20.5126,17.9485,42.53,21.4883
16/05/03,08:00,41.0732,17.752,30.2182,11.7315,30.7412,12.2,17.3818,5.17675,20.314,19.5749,32.2831,20.661
16/05/03,16:00,24.702,19.02,41.831,11.8224,30.5324,13.8,29.0566,1.33606,28.4807,15.2467,12.2,11.5808
16/05/04,00:00,17.9176,24.092,34.5045,7.18884,30.8456,19.4,33.881,23.2321,24.7095,17.5012,27.24,5.55749
16/05/04,08:00,13.2118,16.484,68.3525,23.2741,64.9844,24.6,43.2049,15.3715,31.6462,23.1024,14.4236,15.264
16/05/04,16:00,21.8367,29.164,50.461,21.0866,43.7912,11.1,18.7374,2.16022,20.444,,13.14,7.07377
16/05/05,00:00,22.357,21.556,47.3184,16.8218,30.7412,10.9,19.0752,4.85581,32.5934,,13.94,12.3566
16/05/05,08:00,30.8066,16.484,44.1765,11.9597,57.2588,18.7,34.3796,12.9444,47.2509,,19.8171,10.2875
16/05/05,16:00,15.9557,16.484,43.139,6.20932,31.1588,26.6,17.4739,10.5123,30.5768,30.1182,9.03,25.3761
16/05/06,00:00,43.4714,36.772,39.4604,30.5572,31.2632,14.8,40.8602,8.8455,32.5623,25.3235,54.8,13.4118
16/05/06,08:00,51.333,24.092,76.8874,9.04038,70.9352,28.7,28.7406,11.4479,71.7451,30.2537,45.7862,20.3892
16/05/06,16:00,27.4112,17.752,37.3134,10.6005,39.302,22.9,14.4922,1.0,13.4936,21.2972,16.88,13.5749
16/05/07,00:00,50.7898,39.308,67.5721,33.9763,57.05,30.1,24.4976,7.36086,54.0868,20.3974,48.48,23.8511
16/05/07,08:00,35.307,32.968,72.0701,18.4019,39.7196,20.2,17.8718,11.5798,49.5102,33.3085,31.1807,24.1664
16/05/07,16:00,25.7192,16.484,32.284,10.4158,30.6368,24.4,8.20097,1.926,17.9017,15.4858,15.98,20.8402
16/05/08,00:00,36.406,17.752,24.1559,31.8804,41.39,20.3,16.5302,13.3215,25.3865,33.1972,24.29,23.7837
16/05/08,08:00,20.7675,24.092,44.1539,8.25319,39.4064,21.0,9.14143,17.0672,20.8664,36.7579,35.4125,22.8725
16/05/08,16:00,22.1021,16.484,30.5221,10.4469,27.6092,19.2,6.91093,2.47894,7.64335,17.4718,12.05,11.8774
16/05/09,00:00,24.9795,17.752,24.2286,10.8774,37.1096,23.0,24.3349,14.8771,22.6559,,27.63,24.8044
16/05/09,08:00,27.6567,27.896,67.7549,9.32685,47.8628,38.6,18.497,15.6347,19.4922,,31.4587,39.2623
16/05/09,16:00,17.6795,15.216,39.8376,8.46694,22.8068,17.9,19.9691,10.5189,15.4276,104.624,16.71,19.5149
16/05/10,00:00,20.3166,20.288,54.7849,21.9664,35.8568,57.3,15.8515,23.4206,33.0146,47.3114,31.14,23.9808
16/05/10,08:00,33.9004,25.36,72.4323,9.70758,50.8904,35.8,10.8895,82.333,28.3871,99.5917,32.5095,24.4798
16/05/10,16:00,21.888,17.752,26.7568,9.17429,24.2684,22.2,8.00274,7.55675,11.0991,95.7288,16.65,20.1323
16/05/11,00:00,30.4821,34.236,37.2997,19.0395,37.9448,30.5,38.1534,27.4073,24.1778,27.0138,26.25,27.8332
16/05/11,08:00,48.0567,49.452,46.564,13.3218,58.7204,26.4,28.0216,37.9423,52.3837,96.6062,34.109,28.0727
16/05/11,16:00,17.2824,76.08,36.9556,4.79465,23.9552,14.1,8.20177,11.7635,20.1751,100.808,22.2,18.961
16/05/12,00:00,21.6932,40.576,54.3362,23.6029,40.346,20.5,33.7056,3.45458,40.6436,23.2614,30.6,18.8103
16/05/12,08:00,40.1261,27.896,71.8293,6.04313,49.6376,32.1,26.7002,11.3785,36.7017,45.3194,29.0343,26.0404
16/05/12,16:00,25.9056,17.752,34.053,4.49891,27.5048,21.7,14.5099,5.50231,18.8051,51.1994,17.36,29.8581
16/05/13,00:00,24.1164,19.02,39.4414,32.2806,36.17,18.5,18.4289,16.5487,26.0414,27.0024,26.88,13.0411
16/05/13,08:00,27.0614,30.432,37.5586,8.88978,67.9076,18.3,18.6306,8.54703,29.7761,38.5486,16.9825,19.097
16/05/13,16:00,27.9724,21.556,17.8124,8.80786,36.7964,21.8,9.24978,1.8095,22.6437,86.0619,17.14,32.5992
16/05/14,00:00,22.4429,15.216,23.7502,11.7055,41.912,12.2,14.4184,19.2022,36.2651,17.6196,20.3,47.7369
16/05/14,08:00,28.2816,36.772,50.0236,3.73837,32.7248,16.5,10.2193,9.02539,26.0884,20.0969,23.1922,14.941
16/05/14,16:00,35.6099,13.948,33.1788,20.8968,16.9604,16.9,8.39782,14.8329,31.524,13.4869,19.48,23.1803
16/05/15,00:00,26.7221,17.752,34.5943,24.7148,26.4608,5.5,17.042,10.6014,26.5977,12.7822,27.68,9.87233
16/05/15,08:00,26.2328,15.216,20.025,10.6367,20.8232,12.2,23.7002,6.76808,16.2635,10.3403,20.3827,2.04925
16/05/15,16:00,22.3443,11.412,20.2359,10.6205,16.334,14.7,12.8699,6.99558,13.0818,3.93125,9.22,4.68078
16/05/16,00:00,11.5775,16.484,57.9656,21.7406,14.3504,16.8,17.3596,5.10083,15.532,4.41222,9.62,2.05771
16/05/16,08:00,35.1352,13.948,30.7309,3.0,24.4772,12.3,18.3847,2.39742,40.4229,7.78069,12.7966,3.42812
16/05/16,16:00,24.0847,10.144,17.7442,5.41944,24.7904,8.8,12.8583,1.69331,13.9171,4.59264,11.03,11.4032
16/05/17,00:00,20.3965,13.948,61.435,26.2577,15.812,8.0,16.753,1.54267,33.9305,6.94889,20.43,12.346
16/05/17,08:00,31.7077,13.948,55.5768,4.29204,21.4496,22.3,24.7869,11.485,50.0577,5.03681,17.1812,7.6114
16/05/17,16:00,22.9453,13.948,24.3526,8.65964,20.3012,10.2,29.3823,7.92753,14.9942,9.65917,26.11,12.9257
16/05/18,00:00,22.9543,20.288,41.8904,22.0934,27.0872,10.3,12.4595,11.8676,30.9356,17.8946,24.99,7.7827
16/05/18,08:00,36.4014,19.02,51.5747,16.3391,44.1044,15.3,9.07099,13.9864,29.7745,22.7599,16.1737,9.4006
