date,time,DsWrocWybCon,LdLodzGdansk,MpKrakBujaka,MpKrakBulwar,MpZakopaSien,MzWarKondrat,MzWarWokalna,PdBialWaszyn,PkRzeszRejta,PmGdaWyzwo03,SlKatoKossut,WmOlsPuszkin,WpPoznPolank,ZpSzczPils02
160503,16:00,,1.1,2.26984,6.07949,3.69603,0.77,6.032703,1.4,3.63832,1.34994,15.1753,1.76336,1.70849,3.66046
160504,00:00,0.61567,1.1,3.2627,1.36678,6.24208,0.44,3.233881,2.1,3.53779,1.74486,9.32108,1.76644,0.91358,1.99131
160504,08:00,0.43732,1.8,5.8766,2.37372,5.96042,1.65,5.535058,2.8,4.36146,2.09621,11.8547,0.57684,0.76438,2.18785
160504,16:00,0.79541,12.7,2.63071,1.0,4.62729,0.44,3.136236,2.2,2.48183,1.56864,4.96829,0.18974,0.92386,1.86496
160505,00:00,0.81825,3.5,7.26294,1.0,4.28035,0.88,2.337414,2.4,2.56593,1.17821,7.72582,2.27944,0.76493,0.97681
160505,08:00,1.05135,2.1,4.56021,1.92634,3.81269,1.54,6.838592,1.7,1.89747,2.92977,7.13767,3.6165,2.01057,2.17159
160505,16:00,0.77876,2.2,8.29895,3.71711,1.87962,0.66,2.33977,2.6,1.35833,1.98736,7.45317,2.05729,0.7303,11.1358
160506,00:00,0.83384,4.0,2.00769,2.08717,5.44708,0.77,2.940948,2.4,1.42162,1.53358,5.34547,1.46843,1.34071,2.13687
160506,08:00,4.2426,3.0,6.52629,3.14745,5.42132,2.09,5.342126,2.8,2.59526,1.41026,13.6916,0.40683,3.12099,4.08679
160506,16:00,0.47737,2.0,2.50082,2.47529,3.60771,0.77,5.243303,3.6,1.54481,1.43247,3.9817,0.0,0.8939,0.23201
160507,00:00,1.49904,4.6,3.28822,2.38938,10.0726,1.21,4.344481,3.5,3.36004,1.79379,6.45195,2.3279,1.95366,1.36103
160507,08:00,2.84137,4.7,4.88504,5.33719,5.0176,0.99,3.445659,2.8,1.91105,2.41266,17.4806,1.69403,,1.89008
160507,16:00,0.61236,2.5,2.34156,5.61316,3.11466,0.33,3.546837,2.7,0.88277,1.64677,2.64744,2.49091,1.30329,0.5
160508,00:00,1.31788,2.8,2.49726,2.41757,7.7323,0.66,2.148015,2.8,1.10011,1.69793,8.43885,2.07575,1.41549,1.62334
160508,08:00,2.11602,2.8,2.87467,1.99037,4.86428,1.43,3.849193,2.5,1.21321,2.46117,8.03172,1.45123,2.22224,0.88962
160508,16:00,2.61232,2.2,3.54642,3.72957,3.26089,1.65,2.850371,2.4,0.82354,1.83895,3.31909,0.91505,1.19728,0.5
160509,00:00,0.92848,2.3,1.8299,3.0932,8.5239,0.55,2.551548,2.4,0.96661,2.08473,5.11237,1.2548,1.41295,0.30442
160509,08:00,1.61557,4.5,4.0407,3.3728,5.27377,2.86,8.352726,,0.80753,2.24527,5.96431,1.47839,4.06503,3.67819
160509,16:00,0.78968,2.6,2.59544,4.26352,3.48697,0.44,3.053904,0.0,6.15358,2.51679,5.11607,1.05441,0.96125,0.5
160510,00:00,0.98763,2.3,2.69532,2.81959,9.3158,1.65,3.155082,0.0,1.39891,1.57356,6.86502,0.53165,0.94403,0.48914
160510,08:00,5.5578,8.0,1.17407,2.69597,5.5487,9.68,11.85626,2.9,1.0467,4.01464,13.2261,,1.96746,3.51194
160510,16:00,0.8474,2.6,2.05742,2.96856,4.99902,0.66,3.657438,3.1,3.44084,3.39044,3.55775,,0.58591,1.20513
160511,00:00,1.33899,3.4,2.39079,2.38956,10.317,1.65,5.158616,3.5,2.00045,2.00675,8.22014,,1.4618,1.73861
160511,08:00,6.85399,4.1,8.77307,7.31938,5.83327,4.73,4.859793,,1.22971,2.38647,51.1075,,2.32509,2.33489
160511,16:00,0.7279,2.6,2.84059,5.33569,4.47258,0.99,5.860971,0.5,0.586,2.20019,9.02479,,1.6505,1.19035
160512,00:00,1.12242,2.2,3.29497,3.50856,12.0145,0.55,3.462149,0.2,0.81405,1.69453,10.5366,,1.22668,0.5
160512,08:00,2.38747,2.2,2.41359,10.0853,6.5888,0.77,5.263327,2.3,0.77522,1.63509,21.8815,,3.57973,1.79993
160512,16:00,0.70216,2.2,1.21934,6.95366,6.13156,0.44,5.764505,3.1,0.64278,1.50642,8.47506,1.63551,0.90948,0.73889
160513,00:00,1.11974,4.3,3.01751,10.3602,12.2785,0.22,5.765683,3.6,0.56065,1.50101,12.7591,1.42043,0.8392,1.98244
160513,08:00,1.5945,4.7,2.71332,8.5917,7.2364,0.77,5.866861,3.7,3.03211,1.66565,14.3958,4.43612,1.06527,2.11766
160513,16:00,1.05706,2.0,1.98106,5.54627,6.7541,0.44,5.068038,3.0,1.02254,1.30011,9.18513,2.1164,1.80155,18.5587
160514,00:00,0.40293,1.7,1.79416,4.17931,5.73307,0.55,7.269216,2.8,1.09248,1.64033,13.0081,1.6703,0.82217,3.05309
160514,08:00,1.10753,3.0,2.32884,4.78721,5.56307,0.33,5.370394,3.7,0.79375,1.8807,14.0499,1.7943,0.86036,1.73122
160514,16:00,0.62421,6.9,1.50113,3.54712,5.14866,0.22,4.371572,2.9,1.26144,1.1729,12.2641,1.3757,0.33082,0.78766
160515,00:00,3.31282,2.5,2.9819,3.60782,6.3205,0.22,8.47275,2.4,1.26373,1.09727,10.6925,1.1462,0.42678,0.95169
160515,08:00,1.36397,3.3,4.02505,6.04356,4.44346,1.43,4.873928,2.5,1.29342,1.62504,7.83422,0.6744,0.46028,1.01671
160515,16:00,0.4079,1.7,1.69759,3.4948,2.12665,0.77,1.975106,1.2,1.0372,1.19065,5.2003,,0.24563,0.8512
160516,00:00,1.23492,2.2,3.76206,2.70588,9.2048,0.99,3.076283,1.0,1.19329,1.23306,7.61573,,0.26632,0.84603
160516,08:00,0.93631,2.2,7.00475,6.53296,2.08657,1.1,1.977461,3.2,3.17527,1.78737,6.04633,,0.36904,0.89479
160516,16:00,0.90273,2.7,1.62264,2.51797,2.11283,0.66,3.778639,3.0,0.31533,1.4173,3.68853,,0.52713,0.1197
160517,00:00,1.28667,3.5,3.50533,2.17444,10.4835,0.88,2.579817,2.4,0.2598,1.47618,15.292,,0.65666,0.09088
160517,08:00,2.56979,3.1,6.18995,5.27219,3.84502,1.76,4.780995,2.9,5.70305,1.46899,10.5949,,0.89095,0.99011
160517,16:00,1.07665,2.3,5.20617,6.31778,2.0843,18.81,4.082173,2.4,1.31616,1.33622,4.30477,,0.46912,0.57412
160518,00:00,5.57192,2.6,2.21831,2.30539,4.3901,1.1,4.583351,3.0,2.85399,1.71326,7.10959,,0.36768,0.54456
160518,08:00,3.72966,3.1,5.38844,1.81561,3.1819,3.19,3.584528,3.4,5.04197,1.45929,14.7194,,1.11918,0.36279
160518,16:00,1.92024,5.3,4.12069,3.38795,1.3343,3.08,3.385706,2.5,,2.04452,8.29255,0.0,0.75101,1.17557
160519,00:00,1.96795,5.5,4.90021,3.13287,6.1845,1.76,5.286884,3.8,,1.92431,9.042,0.0,0.83566,2.7531
160519,08:00,3.36864,3.5,3.91209,4.3113,3.3083,5.72,3.888062,2.3,,3.50134,8.108,0.0,1.67703,1.59378
160519,16:00,1.06282,3.5,4.37115,9.8043,2.3913,2.53,6.88924,1.8,,2.52857,10.9778,0.37963,2.08454,1.82432
160520,00:00,2.57732,5.5,3.60605,1.25889,8.0537,4.84,4.790418,3.8,,2.66509,4.99802,0.20849,2.58275,4.60402
160520,08:00,3.49332,3.3,18.7769,5.76939,4.5428,4.84,5.891596,2.3,6.43107,2.82622,10.8005,0.72267,2.94957,2.87576
160520,16:00,1.18318,3.4,3.86061,3.86888,4.1478,1.21,4.592773,2.1,4.58469,4.50375,5.33273,1.03746,0.89855,0.5
160521,00:00,1.11345,3.5,4.85859,2.6411,12.7339,2.75,6.093951,2.4,4.71557,1.87981,4.65443,0.1657,0.7274,0.71229
160521,08:00,5.77794,5.5,10.7556,7.79705,8.4857,2.2,3.395129,2.6,6.07194,1.67108,8.4723,0.18719,1.1478,0.52166
160521,16:00,1.27627,2.0,3.34903,4.32428,3.7961,0.55,3.796307,1.5,1.58895,2.19341,2.91731,0.12664,1.5437,0.00443
160522,00:00,1.23845,5.6,3.89989,1.95911,15.395,1.65,4.097485,2.7,1.25663,1.9077,4.18376,0.0,0.59243,1.52507
160522,08:00,2.57224,2.9,3.25503,5.10704,4.83,2.86,6.898663,1.8,1.51715,2.818,8.5609,0.0,1.03262,2.36814
160522,16:00,0.80242,2.1,1.91788,2.293,3.8065,1.76,2.599841,2.6,1.30524,3.07769,2.26826,2.65741,1.26237,0.5
160523,00:00,3.59799,3.5,2.76991,3.48373,8.4837,1.32,4.601018,2.4,1.29452,4.45615,5.67927,0.19148,1.75594,0.5
160523,08:00,4.65619,6.3,2.31802,3.7079,5.4685,1.87,8.402196,2.3,0.23951,3.08129,5.68297,10.814,3.24109,0.28373
160523,16:00,1.34561,2.2,1.70353,3.01699,3.2311,4.07,5.103374,2.8,2.53839,3.53395,4.53262,1.8567,1.61966,0.0532
160524,00:00,1.89694,3.1,2.44431,12.7936,9.438,0.66,3.104552,3.1,2.06456,2.39378,9.9131,0.57639,2.04343,5.79067
160524,08:00,2.0282,4.5,2.95839,15.1478,6.5049,0.88,5.30573,3.1,2.94922,3.16447,19.6583,5.45397,4.21845,8.39895
160524,16:00,1.6463,1.9,3.13937,5.20302,5.0418,0.66,3.806908,4.2,2.88211,2.08503,15.5915,0.33787,1.29914,11.6671
160525,00:00,0.81769,2.9,1.98983,3.25292,10.3714,0.99,4.108085,3.2,3.47791,1.66659,4.9958,0.47646,1.32397,3.03757
160525,08:00,0.71043,2.9,3.63576,4.7214,5.6497,1.43,2.909263,3.6,5.81223,2.17458,8.9947,0.15608,0.86261,2.45237
160525,16:00,0.81728,2.1,3.04117,2.40044,3.34685,0.33,4.310441,1.9,5.32941,2.22028,4.17342,0.21604,1.37648,4.4555
160526,00:00,0.99248,2.6,1.37963,2.56662,4.4284,0.55,3.311619,1.8,2.94127,1.72858,4.58941,0.26101,0.6672,6.72684
160526,08:00,1.04169,2.1,3.50577,1.39458,2.9301,0.44,4.812797,0.6,0.50695,1.60715,5.57435,0.03606,0.57054,5.76777
160526,16:00,0.82988,1.5,1.41455,3.63364,2.9756,0.55,2.813975,1.7,4.65735,1.45649,2.23383,0.11199,0.47688,3.10629
160527,00:00,0.32729,1.8,2.40842,2.39678,4.326,0.88,3.115153,1.3,1.36926,1.57517,2.14295,0.06077,0.92762,9.11715
160527,08:00,2.98271,1.8,3.32966,4.73438,4.1564,2.64,3.41633,0.4,6.69728,1.81651,6.28294,3.8558,1.4535,3.77129
160527,16:00,1.20094,12.8,1.49899,2.64779,3.37,0.55,4.917508,2.4,4.20437,1.87937,5.1022,1.35358,1.40382,16.274
160528,00:00,0.69131,2.1,1.01341,3.0266,3.517,0.22,2.618686,2.3,3.65464,1.65444,2.95942,0.42804,1.31171,2.41469
160528,08:00,1.50846,7.7,1.46399,1.5319,3.7551,3.85,7.419864,2.0,4.52948,1.71865,5.03201,5.49085,0.72486,2.86024
160528,16:00,1.49559,2.2,1.3299,1.97416,4.2643,0.22,1.221042,2.5,5.59592,1.81444,3.5993,1.64847,2.539,1.70018
160529,00:00,0.89765,3.2,2.07643,2.40933,3.3738,0.66,2.12222,2.5,4.08995,1.80907,7.27379,1.0011,0.9385,7.35047
160529,08:00,0.76259,4.5,1.95555,5.06523,5.5072,0.88,3.423398,2.6,6.39739,2.68697,8.51,1.60143,0.73171,4.13556
160529,16:00,1.45962,4.3,1.16603,2.6943,4.732,0.55,0.01,2.3,4.80742,2.48182,14.6612,1.09024,1.45607,4.67052
160530,00:00,0.83458,2.4,1.81803,3.00139,6.7982,0.44,2.025753,2.5,5.05271,1.68471,8.0083,0.98901,1.66705,3.9235
160530,08:00,3.28727,9.4,1.89959,4.52782,4.3843,0.66,2.926931,2.9,1.94328,2.6455,9.1373,0.88094,,4.71633
160530,16:00,0.98067,1.8,1.00545,3.89529,,0.55,5.128109,3.6,4.80882,1.63655,4.45937,0.75844,1.79034,0.00739
160531,00:00,1.16157,1.5,1.80439,2.99316,,0.44,5.929287,2.6,4.91753,1.38338,8.4466,1.09065,0.6947,0.2926
160531,08:00,1.50944,2.3,2.07699,3.87214,,0.55,6.730465,2.6,1.35531,1.66379,16.5143,0.94721,0.90753,1.40537
160531,16:00,0.90436,2.0,1.58667,1.67144,,0.22,5.931643,2.5,2.20702,1.18039,14.495,1.74267,0.95686,0.5
160601,00:00,1.54423,1.5,1.3767,2.63085,,0.22,6.43282,1.8,3.67514,1.12664,8.054,1.00798,0.41868,0.42486
160601,08:00,15.0119,1.6,2.13252,5.88003,3.2,0.33,5.833998,1.9,5.17782,1.33952,22.9914,1.06135,0.19094,1.16079
160601,16:00,2.06009,1.6,4.15747,2.78251,2.2,0.44,6.435176,2.1,1.44746,0.87152,8.261,4.94142,0.71824,0.54308
160602,00:00,1.38412,1.3,2.22434,2.96527,4.7,0.44,7.236354,2.1,3.6034,1.5347,5.68814,0.56629,0.72038,0.5
160602,08:00,2.63052,2.4,2.32023,4.0459,3.1,0.66,4.037532,1.6,2.61578,2.0285,5.08299,0.8266,0.86625,2.47971
160602,16:00,3.70869,1.4,,3.57623,2.7,0.66,2.53871,2.0,2.05313,1.27516,5.14636,1.20005,1.66835,0.5
160603,00:00,0.50667,1.9,2.40334,3.06831,1.7,0.66,2.239888,3.0,0.44192,1.87838,3.84074,1.104,0.67286,0.5
160603,08:00,1.21401,2.6,1.56102,4.89192,3.7,1.54,6.241065,3.2,2.42209,1.54374,3.75503,3.80054,1.15283,2.03047
160603,16:00,,1.4,1.60065,6.05939,3.8,0.33,1.942243,2.6,5.69063,1.38268,3.32869,1.35957,1.68905,2.6047
160604,00:00,,3.4,3.19631,2.21516,4.4,1.98,2.143421,3.1,1.81994,1.56766,3.03905,1.4915,1.01089,4.82876
160604,08:00,,1.7,2.18918,5.23486,3.3,3.08,7.244599,2.6,2.3656,1.41225,7.33938,1.83507,2.60555,5.14426
160604,16:00,0.61122,1.6,4.13813,3.87558,5.4,0.88,3.745777,3.0,5.21692,1.48857,8.37235,0.68016,1.27973,3.27339
160605,00:00,1.19241,2.1,1.85266,3.03228,3.5,0.55,3.646955,2.1,1.73463,1.14163,0.65613,1.58741,0.90402,4.26572
160605,08:00,1.40432,1.7,3.89107,4.08137,5.6,0.77,8.548133,2.8,4.4558,0.96473,11.3878,0.89059,3.09179,4.72901
160605,16:00,0.82773,1.4,1.3321,2.7143,6.0,0.66,3.64931,2.4,2.50208,1.18736,1.80562,1.02696,1.07255,5.07628
160606,00:00,1.01883,2.2,1.8476,2.50037,5.6,0.44,2.450488,1.5,3.6673,0.75066,1.49162,0.5673,1.20531,3.67461
160606,08:00,1.20651,1.5,11.0188,2.57876,5.1,0.66,4.751666,1.8,1.23308,1.28214,3.02085,0.54255,2.85855,4.61965
160606,16:00,0.58785,2.6,1.59242,2.44283,4.5,0.88,1.452844,1.1,2.76955,1.2341,0.60444,0.7061,0.85547,0.71093
160607,00:00,1.47446,2.1,2.96263,2.05176,4.0,1.1,1.954022,1.0,1.81552,0.87019,0.4,0.63853,1.12059,2.58697
160607,08:00,8.57926,1.7,1.98195,8.4804,3.9,9.57,1.7552,2.5,4.10623,1.1708,1.31522,0.51707,5.00698,7.6491
160607,16:00,1.05338,2.4,2.59405,1.44535,4.3,1.1,0.456378,2.9,4.11196,2.90088,1.00936,0.69094,1.541,2.74952
160608,00:00,1.36274,2.7,2.48058,1.8506,4.1,1.32,3.757555,4.4,6.25333,2.09767,0.77339,0.47135,,2.41924
160608,08:00,4.84298,3.0,2.11744,2.87469,3.0,2.09,3.958733,3.9,2.6,3.65941,32.6793,0.96106,1.80885,4.20661
160608,16:00,1.12071,1.7,1.9261,2.97001,5.2,2.2,4.759911,5.5,4.88384,1.28777,18.3126,1.52001,1.29207,2.64977
160609,00:00,0.79484,1.5,2.59197,2.49134,4.4,1.54,4.561089,5.9,2.11924,0.75066,0.53052,0.87822,0.64965,2.89656
160609,08:00,0.46642,1.5,5.00257,6.02104,4.1,0.77,3.762267,2.3,6.28062,1.13002,9.83064,0.6918,1.01783,4.21991
160609,16:00,0.29125,1.9,4.55979,,5.8,0.55,4.963445,1.2,0.08799,1.45857,1.32926,1.00326,0.5778,5.26987
160610,00:00,0.28215,2.4,2.29229,,5.4,0.88,4.164623,3.0,3.61517,2.13318,1.35143,0.69725,0.79902,4.70093
160610,08:00,3.35312,3.2,3.43248,,4.8,3.85,3.1658,3.3,8.81474,27.7163,13.1648,1.27775,1.6761,3.21502
160610,16:00,0.92562,1.5,2.32669,3.03508,6.0,0.99,1.9,5.8,6.15479,1.03529,2.28095,1.313,0.58912,1.69882
160611,00:00,0.9065,3.2,,2.44646,5.7,0.66,0.9,1.5,4.11526,0.96262,3.69888,1.18567,0.76355,2.94681
160611,08:00,0.81294,7.4,4.98777,3.88682,3.6,12.43,,0.7,0.59985,1.08654,8.09527,0.8793,1.11022,3.94135
160611,16:00,0.2023,1.8,1.55668,2.82279,3.9,0.66,,0.7,3.98877,0.9043,3.06196,1.04177,0.57701,1.36041
160612,00:00,0.67507,2.1,2.46389,2.39091,2.9,1.1,0.7,2.0,5.35554,0.92052,4.37496,0.77689,0.94015,2.50052
160612,08:00,2.40255,2.7,1.86282,11.0727,4.1,1.32,,2.2,1.50688,1.0786,7.09777,0.70376,1.59058,3.86968
160612,16:00,2.01827,1.6,1.35102,3.39438,5.2,1.21,4.1,2.2,5.30615,1.24527,2.53661,1.1959,0.92689,1.72321
160613,00:00,1.07969,2.9,1.86714,7.18433,3.3,1.21,1.5,3.1,4.73463,1.35019,4.38501,1.52948,1.30368,2.70002
160613,08:00,8.13426,11.1,2.672,5.38496,5.9,0.66,3.4,3.4,3.15381,2.02839,9.13707,1.41426,1.66845,3.95834
160613,16:00,0.66667,1.7,1.40334,4.61101,6.6,0.55,1.8,3.7,,1.1981,2.60481,1.2968,0.78687,3.99012
160614,00:00,0.57224,3.2,2.08212,9.38716,5.3,1.1,3.5,3.2,,1.51246,6.16072,1.3191,0.60956,3.25197
160614,08:00,1.85881,5.5,6.89828,13.5125,6.0,1.65,4.9,3.1,,1.97825,13.7504,3.59425,0.87935,4.43936
160614,16:00,0.95869,1.7,1.82856,4.67366,5.9,0.77,3.4,3.5,,3.10854,6.07278,7.59356,1.16322,3.75515
160615,00:00,0.53365,2.0,1.7035,4.25727,8.8,0.44,3.5,2.2,,23.001,3.6708,2.01277,0.77104,3.43891
160615,08:00,1.39778,2.5,5.93812,11.1592,8.1,0.66,5.1,3.2,,60.6745,7.67609,1.62398,0.59745,5.16864
160615,16:00,0.48848,1.6,2.2254,5.8472,6.8,12.98,2.5,3.0,,2.53521,5.81727,1.68494,0.72033,3.21207
160616,00:00,0.49175,1.1,2.22071,3.72365,6.8,1.1,2.7,2.7,,1.90896,2.62897,1.89756,0.2736,3.33694
160616,08:00,8.64088,3.0,1.52686,3.81537,5.0,1.1,1.9,2.2,,1.5858,17.774,1.57974,0.92376,4.79181
160616,16:00,0.87345,2.1,1.88973,2.16843,4.7,2.75,2.8,1.4,,1.62286,1.86106,1.78625,1.28894,3.00148
160617,00:00,1.48609,1.8,1.74119,3.04781,5.7,2.2,2.4,2.6,,1.30258,4.68899,1.62959,0.71208,2.64682
160617,08:00,3.44918,2.6,2.21347,4.73616,8.2,2.97,5.4,13.3,0.2063,1.31186,7.63642,2.46491,0.30321,3.53866
160617,16:00,0.4581,1.2,1.54218,1.62482,5.6,0.66,3.0,2.3,0.74554,1.76041,2.75277,,0.28417,3.69678
160618,00:00,0.76979,1.6,2.49835,2.5393,4.1,0.88,0.9,0.0,0.74758,1.05487,7.27562,0.28374,0.48827,2.72144
160618,08:00,1.57486,2.5,3.99814,3.13896,3.7,2.42,2.9,0.0,1.18179,0.9971,7.66354,0.46927,0.54414,3.26453
160618,16:00,3.73058,1.2,4.02798,2.78456,2.1,6.82,0.9,2.3,0.01484,1.02722,2.40048,0.39357,0.66502,0.83802
160619,00:00,0.78565,3.0,2.37401,2.57904,3.9,1.65,1.9,2.2,1.44679,1.84923,2.39235,0.3618,0.77137,1.65597
160619,08:00,1.48235,5.0,3.03842,6.06698,3.8,2.09,3.7,1.6,0.35188,3.03113,4.81317,0.60388,1.12147,4.05741
160619,16:00,1.34984,1.5,2.66279,3.22051,2.0,2.31,3.7,3.1,1.7384,1.52634,1.11479,0.45843,1.0657,2.14738
160620,00:00,0.50045,2.1,1.73731,2.6084,3.5,1.21,2.3,3.2,0.31407,1.02377,0.74905,0.47747,0.88236,2.88997
160620,08:00,0.54986,1.4,1.74516,2.29544,2.3,0.66,1.4,3.6,1.95835,1.63387,1.34973,0.2467,0.51716,5.26771
160620,16:00,0.36928,1.4,1.70272,2.22812,2.97524,0.33,3.1,3.2,1.23273,1.33789,1.97727,0.23449,0.87544,2.76731
160621,00:00,0.69278,2.1,1.8433,2.49874,3.79655,0.22,1.6,2.8,1.57536,1.72043,0.98102,0.13121,0.47545,3.1072
160621,08:00,2.3207,1.5,2.9121,3.89522,5.23145,0.66,2.6,2.4,2.22212,2.75237,3.7713,0.31602,,4.62488
160621,16:00,1.98146,1.8,1.60274,1.6,,2.97,4.3,2.5,1.31518,1.884,1.47434,1.9201,1.6468,2.93652
160622,00:00,1.13582,2.0,2.79807,1.6,4.38154,1.21,2.7,1.8,1.71544,0.91578,1.53006,0.31297,1.00761,2.63136
160622,08:00,4.06059,9.1,3.43394,2.358,4.8943,11.88,4.0,1.5,1.92865,17.3329,9.16398,0.20402,1.25738,3.98426
160622,16:00,1.69862,2.1,3.43409,3.99457,3.15636,2.42,3.0,2.5,1.08477,1.54879,1.51989,0.56152,0.78834,2.47102
160623,00:00,1.18792,2.2,3.10214,1.83296,6.2847,1.54,2.7,2.3,0.95755,1.18375,2.83452,0.59211,1.15551,1.83262
160623,08:00,3.36033,1.9,2.44902,2.92672,3.75456,2.75,4.3,2.8,1.88784,5.11084,4.37496,0.9424,1.65404,3.98648
160623,16:00,1.11216,1.5,7.14316,4.71987,3.38551,0.99,2.0,3.0,1.5272,2.82643,6.64631,1.28256,1.35857,1.42327
160624,00:00,2.21492,2.1,1.97657,3.55063,6.3907,0.99,0.7,3.3,0.45582,10.6311,2.10731,0.856,1.05166,3.69666
160624,08:00,7.91456,3.6,2.01698,3.53852,2.2483,1.1,3.9,3.5,0.54067,35.7717,4.39491,0.95996,1.03298,9.86786
160624,16:00,1.47606,1.5,1.60823,2.60534,2.846,1.21,0.9,2.4,0.98373,11.0751,2.74349,0.98432,2.38369,5.74486
160625,00:00,1.59617,2.1,1.21285,2.81658,5.2479,0.88,1.3,2.8,1.33479,3.01819,2.13743,1.31706,0.83815,4.85376
160625,08:00,4.35348,2.5,1.99691,2.94234,4.16685,3.08,7.064833,3.3,0.51235,3.41251,0.25418,7.5774,0.49289,3.92293
160625,16:00,1.33216,1.5,1.16109,3.69162,2.83861,1.54,4.844833,3.5,0.70204,6.09665,0.56747,6.11595,0.53524,1.69666
160626,00:00,0.59839,1.7,1.96213,3.10237,7.3872,0.99,3.124833,3.7,0.40752,0.86,2.5767,3.40252,0.37461,3.04513
160626,08:00,1.55233,3.6,1.61252,3.74305,4.61669,5.83,5.448249,2.9,0.6001,1.21046,7.70883,2.3408,0.28499,3.16262
160626,16:00,0.70676,1.5,1.42487,3.56716,2.57284,0.33,1.791727,3.0,1.0042,0.92198,0.4,1.80327,0.42947,3.03109
160627,00:00,0.88921,2.3,1.2875,2.644,2.78727,0.66,1.935205,2.4,0.93565,1.04812,0.23201,1.06241,0.66587,3.15153
160627,08:00,4.35765,1.2,1.62243,2.95383,3.07444,0.99,3.329103,2.9,0.88749,,4.18581,1.22622,1.15366,4.34484
160627,16:00,2.22487,1.6,2.14568,2.20215,2.7774,0.77,2.487364,2.7,1.03562,1.90001,1.13939,1.27243,1.63983,2.56042
160628,00:00,1.24584,2.3,1.84509,2.44349,3.62895,0.77,2.245624,2.4,0.68095,2.91994,1.28271,1.1671,0.79113,3.59117
160628,08:00,3.33155,3.6,1.92296,2.85366,3.09838,1.54,1.06855,2.9,0.88756,14.9267,2.44277,1.28685,1.66704,3.58488
160628,16:00,0.79797,1.6,2.84608,2.57218,3.24929,17.05,1.258984,1.7,0.90544,1.55058,7.55957,1.84299,0.80595,3.24984
160629,00:00,0.91611,3.1,2.27898,2.73062,4.0431,2.64,1.249419,2.7,0.72139,1.1095,2.45163,1.55379,0.80235,2.32813
160629,08:00,1.7831,5.0,2.24616,14.1906,5.4497,3.96,2.192372,2.7,1.11415,1.86264,6.82512,1.55028,0.6028,3.89279
160629,16:00,0.29002,3.3,2.35703,3.33154,3.35633,2.64,2.65672,3.2,0.6111,24.4852,3.51342,2.03827,0.79084,2.61402
160630,00:00,0.80544,1.9,2.21685,3.47493,6.7667,1.76,1.821068,2.9,0.7395,1.37033,5.69462,2.06165,0.84254,2.31445
160630,08:00,2.1929,2.9,2.13397,9.25668,4.5732,5.5,4.041983,3.7,0.58038,,12.5744,1.8412,1.12812,31.0666
160630,16:00,0.05518,1.3,1.42222,3.39414,2.72258,2.31,4.782853,3.8,0.97039,2.28101,1.85092,2.42096,1.29981,0.06946
160701,00:00,0.25815,1.3,1.89271,2.27358,3.72079,1.76,3.023722,2.7,2.82022,1.36858,2.13169,1.64852,0.99954,2.27464
160701,08:00,3.0054,2.3,2.00192,2.65812,3.79579,4.95,4.44355,1.5,1.67405,41.7383,5.92072,2.0432,1.23649,9.7936
160701,16:00,0.36947,1.4,1.85857,4.09396,1.03885,1.43,3.560071,3.9,0.95834,4.48491,3.10555,1.88999,1.66245,3.74208
160702,00:00,0.4677,30.2,2.30271,2.89104,3.0526,2.09,3.476593,1.5,0.46032,3.76578,1.51398,1.93913,1.29381,6.0009
160702,08:00,4.67463,4.7,1.926,3.62399,2.52062,7.15,5.159571,3.1,0.72824,19.013,8.82898,2.38393,1.65563,8.5833
160702,16:00,0.36655,1.9,1.57074,4.09805,2.09618,0.99,6.037832,4.2,0.70647,3.29858,3.03683,3.30445,0.86112,1.57566
160703,00:00,,1.7,1.98852,3.44683,2.44171,0.99,3.462849,,0.53173,1.14747,3.03979,0.0,1.05324,2.66626
160703,08:00,1.11442,2.1,1.4097,2.67819,2.12906,0.66,2.175023,,0.28458,1.41637,0.2,1.38942,2.11825,3.80858
160703,16:00,0.68353,2.0,2.08506,3.08128,1.58312,0.77,3.5,,0.4436,1.15408,0.5,1.59544,0.81317,0.21979
160704,00:00,3.78873,2.0,1.7728,2.41681,2.49233,1.98,3.7,,0.17513,1.39402,0.81823,1.68481,0.81394,2.07884
160704,08:00,3.4278,3.4,4.71147,5.35418,3.9863,6.82,16.9,,1.8548,1.02335,8.59436,1.67986,1.35153,3.24111
160704,16:00,1.02182,1.6,2.58522,4.05586,1.60057,10.34,2.7,,0.73125,0.787,1.15198,1.60039,0.84625,1.54388
160705,00:00,1.11528,1.8,2.58996,2.86885,2.5224,0.99,3.9,1.8,0.69891,1.2798,1.77481,1.6495,1.91385,1.76998
160705,08:00,2.50073,2.1,2.07041,4.07949,3.3953,2.97,3.4,2.6,2.31116,1.39269,6.39804,2.1019,1.29782,4.37235
160705,16:00,0.72237,2.3,2.62111,5.11081,2.35257,1.21,5.9,3.1,0.61925,3.91818,2.56912,2.27457,1.05699,2.06776
160706,00:00,0.37428,1.2,2.40616,3.8304,5.9996,2.64,2.6,2.8,0.4452,1.30405,1.76151,2.99107,0.67665,2.75714
160706,08:00,1.04088,1.6,2.80908,4.11269,3.7798,1.76,3.2,4.4,2.53882,1.26118,4.08458,2.44583,0.57637,4.02138
160706,16:00,0.79695,1.0,2.30382,4.6671,2.8427,0.99,3.2,3.5,0.6009,1.16182,1.59969,2.47785,0.38964,3.17166
