date,time,DsWrocWybCon,LdLodzGdansk,MpKrakBujaka,MpKrakBulwar,MpZakopaSien,MzWarKondrat,MzWarWokalna,PdBialWaszyn,PkRzeszRejta,PmGdaWyzwo03,SlKatoKossut,WmOlsPuszkin,WpPoznPolank,ZpSzczPils02
160301,08:00,2.004,6.3,2.76379,1.58576,16.4049,,5.708763,4.0,4.12376,1.87104,8.1382,2.0965,1.09449,1.48147
160301,16:00,1.63191,4.9,7.84421,3.87114,11.7567,1.8,5.109941,2.3,6.2735,2.23135,13.7189,2.67202,1.42715,3.83409
160302,00:00,1.95825,6.4,7.6228,6.05677,10.6081,1.7,4.211118,3.4,3.68383,2.23435,17.3139,2.79317,1.59632,2.95925
160302,08:00,7.62308,6.1,14.56,9.07439,9.5636,4.1,6.412296,3.1,13.0944,3.95046,14.4586,3.51626,2.98043,3.15358
160302,16:00,5.90868,15.6,5.39235,5.26332,5.6534,3.1,,1.3,2.14549,3.50449,16.2376,5.587,3.31469,5.22542
160303,00:00,3.43005,11.5,5.60545,4.55694,10.9088,6.2,,1.5,4.93721,4.37699,18.3614,4.55903,2.22037,3.59174
160303,08:00,1.80791,,5.79451,5.52637,32.0269,7.4,,4.8,4.75131,2.94465,20.7285,4.65756,1.37773,3.38263
160303,16:00,3.17609,15.5,15.7483,5.34682,11.1547,3.7,,5.9,3.36398,4.37401,30.5195,9.96437,1.76264,5.93402
160304,00:00,5.08687,11.9,12.5019,3.98726,16.0669,2.6,,3.7,12.173,3.01723,25.9931,8.33629,2.3913,3.37894
160304,08:00,,14.1,9.4546,4.86432,9.5449,1.7,,1.7,5.21392,5.50749,16.646,7.43068,4.01265,3.18831
160304,16:00,5.90691,16.2,8.31583,4.62566,8.2723,1.5,4.220541,1.5,3.9596,2.15733,17.1401,4.68773,3.35547,3.50455
160305,00:00,5.59933,4.8,14.8663,3.22547,11.0999,2.0,4.221719,2.1,4.93695,2.76846,41.1093,3.373,,5.32813
160305,08:00,8.67813,6.2,3.1831,8.94373,11.8511,1.6,,2.4,7.13473,2.03413,19.6981,8.37859,1.77085,4.80499
160305,16:00,7.53093,12.0,5.86801,8.45754,4.50647,3.4,7.224075,1.9,4.75461,2.72013,18.1365,4.04276,5.72157,3.62647
160306,00:00,5.92092,11.0,3.88556,5.71035,4.56331,3.4,6.425253,2.3,3.83917,1.96691,17.2592,14.1155,3.03155,3.75503
160306,08:00,3.12913,7.6,8.00857,10.0838,5.9157,8.2,9.126431,2.6,9.1175,1.8553,20.2499,5.67313,3.30927,3.27845
160306,16:00,5.01612,11.2,4.73618,5.31948,1.61926,13.9,11.527608,6.8,5.18952,9.6154,12.2387,7.42379,2.63489,5.25941
160307,00:00,4.4063,14.3,9.35516,2.39496,15.6056,5.7,8.028786,2.4,25.0139,3.45393,15.6377,3.50359,1.251,3.08191
160307,08:00,4.13516,15.6,12.644,7.32926,21.0814,29.6,12.829964,5.2,11.138,3.39914,25.0877,4.25735,3.87025,2.90531
160307,16:00,3.90752,12.0,8.27503,11.2367,3.5323,4.8,6.931142,3.1,7.39898,18.6333,27.1039,7.80429,3.19897,5.15966
160308,00:00,1.14626,13.9,4.09091,5.29749,6.7935,4.1,7.03232,5.6,4.86433,4.99147,28.2278,3.2818,1.40352,3.42475
160308,08:00,1.19002,7.9,4.96862,4.48914,12.7553,3.3,14.133498,4.7,2.19753,3.16919,19.4032,3.41672,2.36117,4.59219
160308,16:00,2.02032,6.4,3.58641,3.26924,4.9173,2.5,15.334676,1.3,4.80753,3.28659,21.4007,3.6898,2.48476,2.81886
160309,00:00,1.13665,11.9,10.3834,4.29334,18.6797,4.3,8.635853,0.6,14.7763,3.57716,14.1342,2.61475,0.9783,2.91787
160309,08:00,0.99264,6.2,8.62559,4.31551,11.4068,3.3,5.637031,4.6,5.4964,3.78058,13.9015,5.60951,0.77472,3.41514
160309,16:00,4.2114,5.3,4.32197,5.47926,4.31169,1.8,3.938209,3.7,3.4961,2.63861,,6.20431,1.68585,1.57236
160310,00:00,3.05344,6.4,4.22733,8.44072,13.2772,1.8,4.839387,3.2,4.9121,2.72318,12.6653,2.60087,2.24714,1.41349
160310,08:00,3.49088,5.6,4.67957,2.92344,4.7984,2.2,4.240565,2.7,3.92012,2.28207,10.6784,2.35114,2.0571,1.37212
160310,16:00,3.98979,7.2,3.59089,4.64101,4.10396,1.8,4.341743,2.6,1.85828,2.15895,10.3518,0.62005,1.68194,1.14676
160311,00:00,2.47681,3.2,2.31639,3.30658,7.1725,1.6,3.042921,2.8,6.31968,2.32336,7.51967,0.54737,1.83853,0.93276
160311,08:00,0.88789,2.8,2.31116,3.97158,4.24749,1.5,4.044098,3.7,7.35112,2.04984,4.75992,0.3617,1.11045,0.82341
160311,16:00,0.98926,5.5,4.10081,4.94174,3.80946,1.5,2.145276,3.4,8.5184,1.64685,4.95942,0.5559,1.66035,3.71513
160312,00:00,0.72569,3.1,2.34538,3.05018,12.0649,1.3,2.946454,3.0,4.41216,1.74576,7.50194,0.77631,1.07997,2.52774
160312,08:00,0.55103,2.0,2.3681,2.74502,6.7076,1.4,2.847632,6.4,6.03297,1.86181,9.30187,0.41497,0.43198,2.47528
160312,16:00,0.75623,5.0,2.79408,3.11077,2.6353,1.5,3.64881,14.7,9.8364,1.87782,5.34882,0.52053,0.76561,3.2718
160313,00:00,0.41632,3.2,2.91443,2.40787,7.8765,1.2,3.249988,4.1,6.9688,1.8215,4.99784,0.72418,0.60255,2.67552
160313,08:00,0.39734,3.9,2.76578,2.60368,5.4252,1.6,5.951166,3.7,3.2788,2.68475,4.27152,0.5243,0.64859,1.88638
160313,16:00,1.09582,5.0,2.59091,2.86524,1.96758,1.6,2.552343,15.5,3.26754,2.1328,2.35041,0.83165,1.04599,2.47897
160314,00:00,1.19349,13.4,4.90153,2.34063,1.74151,3.1,2.953521,1.8,4.86992,3.58238,12.6003,1.4088,1.25999,2.59867
160314,08:00,3.51636,10.9,11.3673,3.18518,7.3405,4.6,4.454699,3.3,8.57171,2.198,14.9891,1.32628,3.42509,2.90901
160314,16:00,1.41155,,1.96481,2.95761,1.75404,2.5,3.155877,3.6,1.72672,2.43768,19.2843,0.80335,1.24567,4.18433
160315,00:00,0.76261,,9.6715,6.38701,11.6629,2.3,3.757055,2.3,6.94783,2.22802,6.74236,0.61717,0.56341,3.24224
160315,08:00,1.22647,3.6,2.22043,4.23758,2.52359,1.9,2.758233,2.3,3.86673,2.62494,7.44061,0.34471,0.9491,3.46022
160315,16:00,1.30494,8.3,2.22453,4.65431,1.0,1.8,1.359411,0.8,4.40188,3.51221,15.7731,1.31024,1.35065,3.19348
160316,00:00,1.83427,8.4,3.31889,8.55047,1.82542,2.9,2.360588,2.8,4.38403,2.9819,10.2743,0.41282,1.55867,2.90605
160316,08:00,4.98601,12.3,7.4119,13.7552,19.2914,4.3,2.761766,3.1,6.15579,3.557,12.471,0.81693,3.61019,2.87354
160316,16:00,3.99132,4.4,12.7668,5.76708,1.24889,2.6,15.562944,2.6,7.92433,3.35149,16.8001,0.71392,2.82658,2.93117
160317,00:00,5.97018,17.4,12.5853,1.44753,9.9334,2.8,3.864122,3.9,19.7965,2.6341,9.61562,2.95678,5.44506,2.98807
160317,08:00,10.3909,14.2,17.4013,16.6081,14.7709,73.4,6.4653,5.5,13.3038,2.23845,25.3254,1.30131,6.07433,4.49836
160317,16:00,6.12138,10.8,12.3763,17.624,2.39647,2.7,4.866478,5.7,0.25366,2.69024,15.8543,1.46445,1.96268,5.30448
160318,00:00,11.4066,14.3,25.041,8.8379,18.2092,23.4,6.267656,3.5,8.46705,3.89844,21.4163,2.2192,3.51195,5.40719
160318,08:00,9.55496,9.4,30.5116,30.3928,12.9603,48.2,5.868833,5.0,14.6272,2.20413,44.7759,1.59943,2.69249,4.25822
160318,16:00,1.6079,7.6,6.91769,13.1597,5.64138,2.0,3.570011,3.1,7.12318,1.8204,11.164,1.55312,2.37388,4.19098
160319,00:00,0.9508,4.3,10.2599,7.62982,2.88213,1.8,22.971189,1.8,5.82598,1.64148,12.2502,1.2041,1.53522,4.53161
160319,08:00,4.7055,7.2,1.56309,4.45703,2.02677,3.8,3.472367,1.1,6.34599,2.24284,8.6577,1.77826,2.80577,5.11311
160319,16:00,1.50899,8.2,1.99915,6.58503,2.46507,43.0,1.273545,4.0,2.28039,1.99572,18.6889,1.73624,1.54964,5.35621
160320,00:00,4.32213,8.4,19.224,20.0646,10.6144,132.0,6.774723,3.8,10.6208,1.95088,23.2796,1.81319,3.86852,4.95573
160320,08:00,1.59895,5.8,18.384,18.1967,6.3297,16.2,2.975901,5.2,10.0007,1.67707,26.2603,1.65519,1.99023,4.98233
160320,16:00,1.35605,7.2,6.78953,9.67432,1.27238,4.7,,3.7,4.65558,2.40912,12.3019,2.03915,1.67032,6.19263
160321,00:00,1.40036,4.3,8.12263,11.444,2.12731,2.7,4.478256,3.9,6.40686,2.31533,19.249,2.16758,1.09174,6.47784
160321,08:00,1.33897,4.3,7.2269,10.1576,1.02363,3.2,5.479434,4.5,5.1555,2.35589,9.769,2.11099,1.00428,5.11902
160321,16:00,1.34405,5.9,6.40378,,2.40172,3.0,4.880612,3.2,5.6467,2.1129,8.0385,2.14675,1.71242,6.06037
160322,00:00,0.9855,4.0,7.54828,5.6126,5.31835,3.6,7.68179,2.9,12.1903,2.21901,14.9582,2.06775,0.98905,5.35399
160322,08:00,0.73421,2.9,4.41313,3.8704,4.6535,51.7,5.182968,3.6,5.93008,1.8883,6.48097,1.72238,1.01486,4.98381
160322,16:00,1.73009,6.0,4.27755,4.81544,3.83399,2.4,4.984146,3.1,2.69919,2.18551,11.385,1.89636,1.32678,6.51331
160323,00:00,1.40405,8.6,16.2018,9.99209,17.8556,2.3,5.285323,2.2,5.44308,4.63239,17.7165,1.88689,1.9488,6.24657
160323,08:00,1.10474,4.1,7.09706,3.25712,15.5986,3.2,6.286501,2.2,2.46545,8.8483,21.5284,3.28737,1.65579,6.41947
160323,16:00,5.40983,5.2,,11.3783,3.3974,1.8,2.287679,1.6,4.97883,22.981,33.129,2.09432,1.32908,7.51819
160324,00:00,1.11504,6.7,9.4399,6.04273,8.639,3.8,9.688857,2.4,6.42771,3.43589,33.3374,2.57159,1.01654,5.65324
160324,08:00,1.36628,13.2,8.79678,9.03671,5.9609,3.4,4.990035,2.6,5.51385,5.68949,30.1402,3.75144,1.76815,5.52911
160324,16:00,1.40573,5.3,1.94357,2.12567,1.776,2.3,5.491213,5.2,2.36006,7.21759,11.2239,2.13523,1.25799,6.44237
160325,00:00,3.57688,25.9,20.5047,3.45493,22.4332,15.4,12.492391,8.7,21.7983,5.94343,33.4098,2.96115,3.25081,5.49659
160325,08:00,8.37113,15.7,14.8042,14.4343,15.5162,17.3,7.393568,7.0,7.32934,6.815,21.025,4.05825,5.20112,6.70394
160325,16:00,5.74767,9.1,6.19895,3.78247,1.72062,4.2,5.694746,5.2,2.26316,4.72104,18.6697,2.42414,2.59535,6.08032
160326,00:00,2.12217,21.9,13.667,5.55876,7.5673,8.1,9.995924,5.3,11.2037,2.88988,21.0925,4.35164,1.73535,4.33654
160326,08:00,1.40069,4.1,12.9943,7.13998,5.5919,5.1,7.397102,4.9,11.014,2.53864,11.9598,2.24962,1.8699,5.17296
160326,16:00,0.886,4.3,5.57004,7.66913,2.2033,2.4,3.99828,5.7,3.7951,2.64008,19.444,2.1235,0.86157,2.57207
160327,00:00,6.04197,6.8,7.54687,4.31974,14.3668,3.0,5.799458,2.9,4.67098,5.47487,15.938,2.8719,1.61851,4.3358
160327,08:00,8.13693,6.7,4.02639,5.93126,15.6616,3.4,3.100783,5.7,4.07056,7.20965,20.0137,2.10226,8.83625,6.70394
160327,16:00,2.18261,4.1,1.77775,2.10446,2.8779,5.9,3.701961,4.1,5.56953,13.4077,7.76589,4.66596,1.73704,21.3147
160328,00:00,3.86728,,14.9816,3.20274,22.4647,5.0,9.903139,6.2,7.24614,12.1038,12.6411,2.23866,4.41196,3.55184
160328,08:00,4.51656,,10.8795,7.65647,12.8062,15.7,12.304316,4.3,2.94841,24.7734,17.7971,3.90564,4.08201,6.28203
160328,16:00,1.49573,,2.36642,2.25519,5.2098,7.1,7.905494,3.7,3.46052,18.2851,7.40014,3.51494,2.42534,3.89616
160329,00:00,2.02489,,5.6222,4.10906,21.5451,6.4,7.306672,5.1,3.87958,9.1073,14.3501,3.07238,1.79516,6.66552
160329,08:00,1.88281,9.5,9.7275,6.13805,8.3454,7.9,7.80785,5.2,10.4435,9.2608,11.1264,4.33024,2.47414,5.61925
160329,16:00,0.8447,3.8,2.0918,5.42059,4.114,3.7,4.909028,4.0,6.12617,3.352,6.72628,3.31543,1.05204,8.38713
160330,00:00,2.47962,3.0,12.3809,3.31697,3.7638,2.7,4.910206,3.6,9.23242,2.29227,16.6326,2.10723,0.70446,5.53576
160330,08:00,6.67455,7.3,7.31125,9.10543,3.532,6.0,9.811383,2.4,5.73825,2.92619,13.6844,1.96175,1.87355,5.50989
160330,16:00,1.88332,10.1,1.76346,3.68937,2.0343,5.5,7.312561,2.0,4.12842,3.5858,8.275,2.44234,2.4675,7.40884
160331,00:00,1.79344,3.4,8.03631,3.64356,1.67702,2.5,7.313739,2.5,5.61151,4.81371,13.5285,2.65148,0.84464,5.64881
160331,08:00,3.45685,5.4,10.086,2.70296,10.2339,9.1,7.814917,3.1,6.4149,2.41151,37.9429,2.5225,2.8245,5.67614
160331,16:00,2.6792,23.4,4.90826,6.5171,1.8466,2.5,8.016095,2.2,2.2392,1.93114,28.1326,1.74313,1.16058,4.4422
160401,00:00,0.91125,4.6,3.88513,6.46538,10.3261,3.2,12.317273,2.4,3.37645,4.09727,15.0543,2.14513,0.81375,2.23259
160401,08:00,0.65444,1.8,1.73658,4.7448,17.1978,1.6,4.518451,3.6,2.28954,2.66177,10.9084,3.25991,1.23082,4.53793
160401,16:00,1.10412,4.5,1.4683,1.08804,2.92589,2.0,4.419628,3.3,3.76191,2.38367,16.5602,0.77249,0.95131,0.19474
160402,00:00,2.19745,5.4,6.93393,3.91429,10.0791,2.8,2.220806,3.3,7.23411,2.1619,8.3696,0.58998,2.00825,5.40834
160402,08:00,8.94853,,12.1009,12.2631,10.2724,18.3,9.321984,2.0,5.85421,4.40174,24.2209,1.58889,5.63456,4.57413
160402,16:00,5.31982,,1.65391,4.42127,2.2489,3.3,4.323162,1.1,8.46858,7.09812,8.1929,1.01147,1.33217,1.23509
160403,00:00,9.92398,,6.76169,19.5758,19.2258,26.1,8.22434,5.9,7.15168,12.8796,19.6746,1.8598,5.15617,6.32161
160403,08:00,12.4076,,9.3431,26.1563,18.4986,14.0,7.325518,5.7,8.05478,13.0164,17.6825,3.51302,9.17257,6.13836
160403,16:00,3.00427,,1.71191,8.43407,4.8592,4.5,7.526696,4.7,2.85823,6.42987,6.22242,1.8193,3.75904,4.22316
160404,00:00,3.99305,7.7,9.8384,5.17188,17.6082,11.3,37.027873,6.2,2.33276,12.1257,23.9372,3.36505,6.72822,4.31035
160404,08:00,10.6002,12.7,9.3706,22.9067,13.4248,15.9,38.429051,6.7,7.18936,9.367,22.8437,3.10864,9.92443,7.04128
160404,16:00,7.14718,9.5,4.66316,12.0783,7.7928,4.2,6.630229,9.8,5.57317,5.12437,9.6981,6.77953,9.55013,4.63029
160405,00:00,5.12146,8.1,9.8636,7.79346,12.5064,6.7,10.531407,5.1,6.45397,5.87596,21.6489,1.95364,6.22546,5.53543
160405,08:00,9.57683,9.8,7.75143,12.7758,7.1706,5.3,7.932585,3.6,7.43248,34.6197,32.9361,3.73288,9.27029,6.93538
160405,16:00,4.83209,5.0,1.44012,12.011,3.7579,9.4,12.433763,6.1,6.11845,4.4855,8.0038,4.84739,,7.87894
160406,00:00,4.09645,9.1,7.75681,6.84916,12.8149,6.2,11.534941,4.0,5.05267,6.25789,17.3013,2.22963,4.16543,5.41623
160406,08:00,0.91072,12.1,10.5647,11.4635,7.1074,8.3,10.736118,6.0,4.16666,1.8747,21.1841,1.02532,1.43515,3.26089
160406,16:00,3.2855,3.0,7.901,5.596,5.1537,2.3,5.737296,1.7,4.14152,1.03354,15.8338,0.54529,0.86465,3.19217
160407,00:00,2.19939,7.8,3.78706,3.61726,,2.4,6.738474,0.7,2.61233,1.39644,10.9357,0.98256,1.72579,4.12096
160407,08:00,3.46059,8.0,7.25143,6.06741,6.7802,5.4,9.139652,1.6,1.38596,5.79058,22.8547,1.65262,3.6769,4.11948
160407,16:00,4.17334,4.1,4.08428,5.89907,3.977,2.9,5.34083,2.6,6.08074,2.4456,14.4218,5.95805,2.03699,3.74412
160408,00:00,2.54531,5.9,2.95131,2.44255,4.6431,5.5,7.742008,2.8,0.67254,3.77782,15.1016,4.41154,1.68657,0.5
160408,08:00,3.35089,7.0,7.30622,3.45409,4.1865,3.41,6.243186,3.5,2.21518,5.51003,14.2068,3.41458,3.45863,3.76234
160408,16:00,1.53048,4.2,2.39447,2.98785,3.5859,1.98,6.044363,3.5,3.45518,2.0163,10.3757,5.1976,2.09866,2.22324
160409,00:00,2.3013,4.7,1.87177,2.69525,2.77974,2.97,5.745541,3.5,1.50222,2.57987,8.7176,3.46361,2.41121,3.57023
160409,08:00,1.12507,2.5,1.52654,3.14302,2.56786,2.09,4.246719,11.3,5.33221,5.45632,8.4641,4.26544,2.48468,4.19164
160409,16:00,1.19126,3.8,1.29442,2.66052,2.78357,1.87,5.447897,3.0,4.50322,2.41937,8.6282,0.0,1.945,2.54983
160410,00:00,0.7231,,1.5369,2.71372,4.551,1.54,5.749075,2.3,1.28924,1.85402,8.3703,2.50613,1.18697,2.83282
160410,08:00,0.4651,,1.08996,1.71231,4.2842,1.21,4.550253,2.1,0.43507,1.69032,11.9886,2.99248,1.01091,2.86238
160410,16:00,0.63117,4.4,4.45677,2.08936,3.17565,1.43,3.851431,2.9,2.53838,1.56356,16.6762,3.77498,1.17642,4.8825
160411,00:00,0.84841,2.5,3.99025,1.65416,4.2244,1.76,3.752608,3.0,1.83321,1.13187,8.8532,3.34531,1.59181,2.44638
160411,08:00,1.81517,4.4,5.94149,2.4758,6.5816,1.98,9.453786,3.2,1.26722,1.48141,12.6573,1.81614,2.44433,2.97912
160411,16:00,2.93043,4.3,4.50981,2.32802,1.99222,0.99,5.154964,3.6,1.19836,1.94043,24.4064,3.29414,1.16969,2.12792
160412,00:00,4.18597,4.7,7.15971,4.51809,6.0208,1.32,5.456142,,3.52614,2.31859,21.8472,4.61785,3.67672,2.52988
160412,08:00,5.15394,4.9,1.76632,4.23436,12.266,1.43,4.75732,,5.18387,2.58014,26.3615,3.50611,1.70142,3.64043
160412,16:00,3.84033,4.4,3.83265,5.59487,7.1736,5.61,9.058498,3.6,6.56058,1.92373,28.0676,8.75118,2.17793,7.09547
160413,00:00,3.01481,2.9,3.83193,2.50409,7.576,1.32,3.559676,3.4,4.70143,2.52504,13.1879,2.83331,1.73311,11.9441
160413,08:00,5.008,4.0,5.83393,9.22355,6.8958,1.54,6.260853,3.5,2.40082,2.46384,29.3267,3.45292,5.26569,4.87659
160413,16:00,2.50295,2.9,2.13107,3.49421,5.80081,7.15,5.362031,3.2,4.72665,1.35662,9.4653,3.47305,2.06895,8.5156
160414,00:00,3.12407,5.8,4.96394,3.74173,7.4809,3.19,7.663209,3.4,2.29926,3.19921,17.9323,3.49275,1.7775,5.4677
160414,08:00,0.95971,2.8,6.38396,6.01456,7.2385,0.55,3.264387,3.6,2.43294,2.51276,32.4906,4.15413,1.08207,2.93597
160414,16:00,1.12702,,3.91569,3.15432,4.9307,0.33,8.165565,3.6,2.1551,1.12581,12.5036,2.17548,0.76265,2.54806
160415,00:00,0.86484,,2.61395,1.09556,4.60528,1.87,10.566743,2.8,2.22257,0.75066,9.769,4.08381,0.68237,2.26358
160415,08:00,4.19833,2.4,4.28067,3.19274,3.76792,2.75,19.467921,11.0,3.00123,1.8799,12.1593,3.80335,1.40707,2.10989
160415,16:00,1.31497,2.3,1.84861,4.1094,4.37839,1.21,3.569098,3.4,2.65041,2.63142,11.4736,3.59236,1.07839,2.16568
160416,00:00,1.40219,3.8,2.40116,1.69672,5.88443,2.64,6.270276,4.7,2.13595,16.6505,19.3051,4.22047,0.54919,2.90531
160416,08:00,3.31305,6.7,2.66812,3.02285,6.9137,3.85,7.071454,4.3,3.0673,4.14001,20.5893,4.99007,2.03246,3.72769
160416,16:00,1.83775,9.8,3.6332,1.81531,5.53781,2.2,6.872632,2.5,2.76724,11.9357,25.9455,4.95833,0.87952,3.37672
160417,00:00,1.26077,5.0,2.70169,1.9812,17.9407,2.31,6.27381,3.2,1.81135,2.34444,18.6076,4.35429,0.97077,0.87854
160417,08:00,3.71519,6.1,2.92278,4.8475,7.2667,9.13,11.274988,2.6,3.49284,2.10481,17.4372,4.01533,0.64492,1.83931
160417,16:00,1.56023,5.5,2.04012,2.0159,5.50997,2.53,5.976166,2.8,2.885,1.76093,12.0603,4.30218,0.76299,1.47873
160418,00:00,1.88279,2.7,1.60836,1.26909,9.6652,1.43,3.977343,1.3,2.39008,0.99885,7.40827,4.25713,2.99173,0.76866
160418,08:00,2.94747,5.5,1.6337,2.10941,4.74222,1.76,3.578521,3.4,3.32585,1.07607,11.5904,4.70851,2.42488,0.67999
160418,16:00,0.70945,1.0,1.82312,2.39429,3.67128,2.31,4.479699,2.6,4.21135,1.07571,9.7424,3.10396,0.41279,1.03
160419,00:00,2.61127,3.2,2.20605,2.33263,6.64308,3.52,4.780877,3.1,4.40437,1.336,19.2017,3.87838,2.35636,1.03
160419,08:00,3.20757,3.3,8.60663,7.14706,6.24179,4.95,5.382055,4.2,6.77592,1.1682,12.3329,4.54495,1.55691,2.72146
160419,16:00,1.81542,1.7,3.18723,3.37255,4.27188,6.93,1.783233,4.6,3.05304,0.86037,8.3053,4.03611,0.4025,1.85622
160420,00:00,1.99093,4.6,6.41885,5.10537,7.9609,20.68,4.884411,4.0,5.40897,1.14888,13.4457,4.10675,0.74462,1.89169
160420,08:00,2.36014,2.3,9.07167,2.54278,2.34781,3.74,4.485588,2.3,4.43479,1.07487,12.3564,3.51664,0.83323,1.49012
160420,16:00,0.86314,3.0,1.77293,2.86232,1.71091,8.69,2.886766,0.8,3.4474,0.92303,3.81801,3.29128,0.53976,1.37412
160421,00:00,2.8268,4.1,7.02306,3.41738,12.1534,3.85,1.587944,0.3,4.1097,1.78758,15.1962,3.39174,1.5586,1.40663
160421,08:00,6.27472,5.8,10.8149,8.79895,4.99062,40.26,6.189122,3.6,7.7275,1.31141,16.6311,4.48807,1.83594,2.13887
160421,16:00,2.90313,2.2,3.16984,2.46212,3.56927,3.19,2.7903,4.0,6.08747,1.02455,4.4372,4.24322,0.89306,2.03616
160422,00:00,8.03946,6.1,5.61132,3.41153,13.4858,34.76,5.191478,6.2,7.7893,0.75066,24.5571,5.30093,1.32125,0.90862
160422,08:00,4.69315,5.5,12.22,13.9217,5.6226,43.78,6.292656,4.7,9.501,0.75066,18.9726,5.94931,1.03352,0.14778
160422,16:00,1.71988,7.0,2.46914,3.12837,5.55479,6.27,2.393833,3.4,3.51312,1.05434,9.8422,5.71554,0.45057,18.3006
160423,00:00,4.22001,4.0,4.95356,1.69961,15.9489,2.64,4.995011,3.3,8.6971,1.58581,14.54,5.9292,2.63267,2.28713
160423,08:00,6.00609,9.6,6.64697,11.3055,9.6167,10.34,7.996189,1.4,8.4685,1.7348,25.7394,6.53255,4.07266,2.29858
160423,16:00,2.61383,2.0,1.35818,9.25072,5.51875,2.31,5.397367,2.2,8.0267,1.92793,16.153,6.42435,0.92022,9.04784
160424,00:00,0.81308,4.7,,5.91062,12.7568,4.62,7.998545,3.4,9.38,2.56625,15.655,6.4361,0.59722,0.5
160424,08:00,0.98104,1.9,1.72839,1.19458,8.6167,1.54,3.999723,3.2,5.21635,0.94833,15.2649,5.33706,1.18809,5.28593
160424,16:00,0.59811,2.4,2.07027,2.91555,7.1787,1.43,4.100901,2.1,4.75059,0.75066,13.9556,6.19257,0.47094,4.97786
160425,00:00,1.63884,3.9,7.95395,3.07373,11.0992,1.32,16.102078,3.6,5.76295,1.88631,18.1539,5.95568,0.44017,3.54373
160425,08:00,3.15178,41.2,6.56099,3.1201,8.1523,3.52,21.803256,4.4,6.59524,2.0933,22.3767,6.77161,1.93729,3.05378
160425,16:00,0.91424,2.0,1.43839,1.2261,6.95567,0.99,10.504434,3.5,2.90632,3.26856,9.10459,5.68273,0.66196,5.34028
160426,00:00,3.18439,4.9,6.53433,2.56316,15.5011,1.54,7.405612,1.8,2.60687,1.59643,15.4354,4.44193,0.90089,0.5
160426,08:00,3.17539,4.2,6.55604,22.0304,10.8354,6.38,18.80679,2.6,6.03995,9.3415,17.14,5.55885,2.73834,0.5
160426,16:00,1.61716,5.4,1.38506,7.21922,4.03115,1.65,5.807968,2.8,5.86634,2.39965,7.14358,0.09955,0.83884,2.11526
160427,00:00,2.32937,2.5,1.40257,5.08995,3.29468,3.63,8.109146,3.5,4.55057,1.6149,9.38389,0.74633,0.2881,2.39568
160427,08:00,2.56644,3.0,2.63352,2.27121,6.72253,2.42,4.910323,3.8,2.14275,30.7881,10.2307,0.0,2.26401,4.67185
160427,16:00,1.52114,6.2,1.83895,2.25119,4.09983,1.43,5.711501,4.4,2.48397,10.6237,13.3038,0.0,1.68476,3.42716
160428,00:00,2.80948,7.6,1.06553,1.34741,4.68636,0.44,,4.1,2.58882,7.19563,11.571,0.0,2.25189,0.5
160428,08:00,2.36031,4.3,1.17529,8.41364,6.39525,4.73,,2.5,3.09816,4.27313,11.0604,0.0,3.60018,2.74507
160428,16:00,0.63198,2.6,1.2959,3.20838,4.34798,2.42,1.515035,2.5,1.6451,2.16003,4.23896,0.0,1.26307,3.39455
160429,00:00,2.80692,5.0,4.50581,1.69588,7.7117,1.98,4.216213,2.8,2.76032,3.32436,9.55753,0.0,1.25675,0.59441
160429,08:00,7.77407,18.9,5.16363,4.99185,5.41852,11.33,4.417391,1.1,3.29323,37.5444,22.2435,0.51788,6.8736,4.56878
160429,16:00,0.90286,3.7,1.19772,3.0044,4.22495,2.64,6.918568,0.9,2.03026,2.41397,5.51285,0.0,0.66747,8.06401
160430,00:00,5.15077,7.0,5.44782,1.12498,26.1058,1.76,4.719746,3.6,1.92634,1.75989,16.4624,0.38711,4.09644,0.5
160430,08:00,8.44427,5.5,1.85357,2.18823,8.1828,2.2,1.420924,3.4,2.86417,13.763,21.4123,0.98204,4.29856,6.10449
160430,16:00,1.7829,1.4,2.2997,5.50783,5.57975,0.99,4.422102,3.6,1.7597,2.0153,9.29227,1.37976,1.24328,7.85941
160501,00:00,2.49776,4.3,2.09609,4.39579,24.417,2.09,5.82328,3.1,2.64881,1.47316,6.43277,0.0,1.84398,0.5
160501,08:00,3.69622,4.9,1.69213,2.14272,7.748,2.31,4.824458,3.2,1.45044,1.51777,6.79039,0.0,3.75008,2.83888
160501,16:00,0.7613,1.0,1.92687,7.26723,4.80701,0.77,6.925636,3.0,3.18476,1.43077,3.63312,0.0,0.83166,5.56548
160502,00:00,2.95872,3.9,4.59201,1.00368,13.5145,1.21,5.226813,3.5,1.72273,1.52946,4.82716,0.0,1.54837,0.5
160502,08:00,4.68418,0.9,,1.10944,6.7717,0.77,4.827991,3.0,2.30954,1.81769,10.6917,0.0,2.25768,1.3444
160502,16:00,0.64697,0.6,2.74943,1.40106,5.44546,0.88,4.429169,2.3,1.60081,1.46055,7.75612,0.56683,0.92413,5.77663
160503,00:00,2.18092,1.7,3.1639,1.12801,8.2617,0.77,4.530347,3.3,2.22622,1.61071,7.02905,1.49646,2.01305,4.11635
160503,08:00,1.56839,3.3,3.54929,2.24586,5.93481,1.32,3.531525,2.8,1.9159,1.28405,13.0658,5.3673,4.15189,4.51609
