time,PdBialWaszynCO1g,PdHajnowkJagMOBCO1g,PkNiskoSzklaCO1g,PkRzeszRejtaCO1g,PmGdaLeczk08CO1g,PmGdaOstrz05CO1g,PmGdaPoWie01CO1g,PmGdaWyzwo03CO1g,PmGdyPoreb04CO1g,PmKosTargo12CO1g,PmLebMalcz16CO1g,PmLinieKos17CO1g,PmMalMicki15CO1g,PmSlupKniaziCO1g,PmSopBitPl06CO1g,PmStaGdaLubiCO1g,PmTczeTarg07CO1g,WmElbBazynskCO1g,WmGoldJacwieCO1g,WmOlsPuszkinCO1g,WmOstrChrobrCO1g,ZpSzczPils02CO1g
3/25/16 18:00,0.354,,0.59759,0.45706,0.388287,0.366214,0.291313,0.382319,0.562277,0.644041,0.905773,0.38449,0.524803,0.578184,0.323636,0.55,0.195427,0.284267,0.34391,0.372772,0.373243,0.28033
3/26/16 0:00,0.336,,1.15326,0.53534,0.45046,0.366307,0.411686,0.476386,0.43606,0.56223,0.740416,0.479232,0.512,0.453871,0.439639,0.589,0.311662,0.341225,0.365939,0.482217,0.300378,0.2288
3/26/16 6:00,0.31,,0.76752,0.68523,0.326777,0.300556,0.266404,0.37316,0.290945,0.802864,0.234801,0.33105,0.419747,0.313453,0.317571,0.287,,0.36012,0.299749,0.399965,0.374152,0.06438
3/26/16 12:00,0.322,,0.52286,0.57768,0.382734,0.316281,0.27375,0.395054,0.318013,0.461258,0.255048,0.319207,0.708146,0.353043,0.34119,0.344,0.187228,0.220926,0.278138,0.341198,0.252302,0.22962
3/26/16 18:00,0.43,,0.64937,0.47145,0.41209,0.396748,0.268048,0.400582,0.394176,0.49048,0.539415,0.339266,0.557216,0.399031,0.317845,0.52,0.265199,0.288121,0.556332,0.317065,0.339321,0.27834
3/27/16 0:00,0.495,,0.72899,0.55543,0.393763,0.342138,0.271853,0.409031,0.624003,0.889867,1.02995,0.523625,0.396894,0.425799,0.415913,0.345,0.222683,0.250181,0.958017,0.469325,1.19718,0.22118
3/27/16 6:00,0.6,,0.82885,0.53419,0.405568,0.372225,0.31309,0.43909,0.412312,0.436611,0.367034,0.473406,0.274184,0.320828,0.376826,0.414,0.218842,0.282432,0.359886,0.40145,0.361373,0.11326
3/27/16 12:00,0.226,,0.22902,0.34647,0.418849,0.418382,0.337104,0.480004,0.479271,0.359332,0.517503,0.427573,,0.311204,0.402677,0.318,0.252365,0.314492,0.191082,0.379787,0.305261,0.25712
3/27/16 18:00,0.257,,0.41927,0.32691,0.432029,0.491274,0.360249,0.477602,0.38564,0.274669,0.457865,0.406409,0.395326,0.356663,0.254418,0.314,0.234535,0.268569,0.156054,0.358402,0.254845,0.33751
3/28/16 0:00,0.527,,0.7223,0.55787,0.433025,0.285931,0.446553,0.512194,0.414844,0.402616,0.475776,0.452834,0.345301,0.412207,0.272964,0.358,0.261375,0.29084,0.469765,0.337203,0.267702,0.23277
3/28/16 6:00,0.309,,0.38399,0.54529,0.543565,0.457257,0.471572,0.533967,0.534374,,0.490103,0.425369,0.317601,0.422733,0.315399,0.651,0.372566,0.283796,0.247539,0.314933,0.298657,0.19221
3/28/16 12:00,0.207,,0.26313,0.26695,,0.462742,0.374848,0.487501,0.52766,0.513645,0.677273,0.448752,0.391406,0.321332,0.263983,0.354,0.255803,0.272152,0.15677,0.331576,0.269675,0.27786
3/28/16 18:00,0.285,,0.30621,0.39545,0.450978,0.477346,0.39156,0.477017,0.473594,0.511729,0.540002,0.429861,,0.311085,0.259888,0.332,0.26332,0.255829,0.122464,0.335633,0.278779,0.33005
3/29/16 0:00,0.339,,0.73709,0.35073,0.497533,0.598465,0.420772,0.605101,0.504556,0.491614,0.379198,0.400103,,0.363885,0.31255,0.356,0.260149,0.348836,0.202381,0.358673,0.28905,0.22223
3/29/16 6:00,0.347,,0.43502,0.57243,0.484526,0.43733,0.397439,0.53089,0.541998,0.497931,0.441584,0.433832,,0.516138,0.304621,0.358,0.309116,0.323497,0.253167,0.412284,0.327263,0.22118
3/29/16 12:00,0.273,,0.30574,0.36244,0.40485,0.503515,0.294593,0.498085,0.457417,0.505863,0.355034,0.363076,,0.316698,0.281618,0.294,0.203529,0.328049,0.163873,0.448767,0.279884,0.13938
3/29/16 18:00,0.398,,0.18672,0.34589,0.429012,0.440976,0.367828,0.413303,0.381148,0.511024,0.607973,0.327355,0.699003,0.405925,0.249258,0.315,0.184985,0.191767,0.274731,0.263416,0.195111,0.21551
3/30/16 0:00,0.279,,0.23436,0.5779,0.365698,0.290537,0.279238,0.405481,0.280735,0.443602,0.548472,0.350084,0.57413,0.34377,0.235965,0.257,0.180885,0.189106,0.415784,0.255173,0.2024,0.07588
3/30/16 6:00,0.27,,0.30769,0.69267,0.377416,,0.326478,0.414972,0.248663,0.471923,0.578476,0.347431,0.531589,0.333078,0.215211,0.274,0.216291,0.253579,0.101784,0.257315,0.21546,0.17139
3/30/16 12:00,0.281,,0.14477,0.21553,0.338314,,0.227713,0.398078,0.236829,0.421085,0.306123,0.298824,,0.302501,0.22218,0.305,0.148521,0.198297,0.188049,0.286356,0.257805,0.18462
3/30/16 18:00,0.295,,0.1985,0.40985,0.482487,0.522859,0.3626,0.472389,0.358702,0.813795,0.873202,0.348084,,0.406897,0.335722,0.49,0.246637,0.254395,0.252464,0.402214,0.250642,0.21405
3/31/16 0:00,0.281,,0.26345,0.85004,0.40915,0.445344,0.472738,0.554797,0.303603,0.477493,0.752852,0.386648,0.169935,0.380027,0.334364,0.397,0.266542,0.570478,0.199283,0.469843,0.240537,0.23407
3/31/16 6:00,0.47,,0.46289,0.98992,0.382604,0.457563,0.326789,0.406851,0.199133,0.364768,0.384783,0.272034,0.400508,0.348422,0.25782,0.303,0.19726,0.274428,0.147312,0.319616,0.239962,0.12981
3/31/16 12:00,0.237,,0.20172,0.43125,0.42359,0.364191,0.288227,0.385704,0.208218,0.284425,0.344112,0.279944,,0.325661,0.259818,0.303,0.205624,0.156488,0.146672,,0.182377,0.11866
3/31/16 18:00,0.278,,0.36096,0.37074,0.453531,0.432,0.410841,0.377332,0.218682,0.431148,0.516682,0.286164,,0.329318,0.277639,0.438,0.216389,0.19578,0.332881,0.2612,0.155821,0.25424
4/1/16 0:00,2.425,,0.3106,0.35055,0.562323,0.411659,0.673027,0.515312,0.182677,1.0985,0.735445,0.62359,0.162362,0.411815,0.359783,1.167,0.389014,0.581439,0.747149,0.461014,0.643511,0.15257
4/1/16 6:00,0.295,,0.30208,0.37198,0.441789,0.503221,0.4462,0.44782,0.179481,0.543595,0.590303,0.298758,0.102277,0.665112,0.317956,0.342,0.304383,0.345879,0.529864,0.489388,0.257702,0.15345
4/1/16 12:00,,,0.22049,0.28449,0.35341,0.270353,0.211239,0.325203,0.164999,0.319023,0.273833,0.256219,,0.302821,0.244704,0.26,0.182103,0.147269,0.225763,0.248225,0.173624,0.12159
4/1/16 18:00,0.222,,0.22128,0.29069,0.411305,0.258143,0.284422,0.347404,0.183194,0.319435,0.270065,0.273641,,0.328594,0.266577,0.276,0.238921,0.18102,0.173918,0.210666,0.160658,0.32149
4/2/16 0:00,0.229,,0.31626,0.29379,0.420818,0.562966,0.287518,0.460125,0.167157,1.01262,0.692136,0.328797,,0.400581,0.318842,0.299,0.306374,0.556615,0.089576,0.205973,0.246116,0.26994
4/2/16 6:00,0.255,,0.28022,0.31905,0.385244,0.522199,0.293025,0.47247,0.144762,0.499957,0.366437,0.355008,,0.319948,0.251527,0.384,0.344667,0.470759,0.172953,0.366403,0.208327,0.23327
4/2/16 12:00,0.217,,0.14093,0.20361,0.328941,,0.210748,0.371972,0.186425,0.248601,0.296114,0.30424,,0.252458,,0.236,0.184695,0.171318,0.167369,,0.20339,0.13073
4/2/16 18:00,0.27,,0.27168,0.26284,0.341541,0.259489,0.287971,0.413667,0.501313,0.370273,0.474106,0.336494,0.329514,0.312266,0.279184,0.278,0.229488,0.139719,0.193396,0.199228,0.179812,0.21497
4/3/16 0:00,1.129,,0.8438,1.16833,0.480431,0.256697,0.496159,0.688813,0.381731,0.421022,0.347354,0.333482,0.427617,0.355843,0.335976,0.399,0.338628,0.296917,0.546781,1.01785,0.468901,0.07999
4/3/16 6:00,0.534,,0.37731,0.76345,0.519126,0.335958,0.361196,0.541916,0.427426,0.299798,0.305191,0.356472,0.693673,0.312076,0.358999,0.321,0.294559,0.207886,0.405466,0.354653,0.242005,0.10634
4/3/16 12:00,0.185,,0.16841,0.23696,0.413703,0.397515,0.256415,0.43551,0.300241,0.344499,0.554715,0.36506,0.355146,0.340688,0.303939,0.29,0.256858,0.162478,0.087439,0.256859,0.180213,0.29781
4/3/16 18:00,0.2,,0.36309,0.42922,0.445776,0.557908,0.31623,0.468939,0.456701,0.397458,0.782909,0.462827,0.345416,0.434984,0.317604,0.474,0.321837,0.166716,0.146111,0.252999,0.201933,0.33325
4/4/16 0:00,0.521,,0.70039,0.61872,1.42556,0.391941,1.57995,0.935826,0.971137,2.31098,0.933369,0.503093,0.40379,0.329589,0.707387,1.855,0.504305,0.26901,0.306554,0.372543,0.234818,0.50646
4/4/16 6:00,0.513,,0.5675,0.85467,0.977249,0.543014,1.07768,0.749594,0.660271,1.31927,0.634524,0.446169,0.779508,0.350735,0.661326,1.854,0.864812,0.252864,0.196907,0.377333,0.302039,0.29267
4/4/16 12:00,0.261,,0.36883,0.28357,0.430515,0.308562,0.298231,0.543697,0.384186,0.332821,0.440321,0.401497,0.208099,0.28545,0.339017,0.383,0.23424,,0.143697,0.302116,0.229544,0.34074
4/4/16 18:00,0.338,,0.18933,0.46007,0.778062,0.490747,0.383318,0.569148,0.513639,0.481113,0.529067,0.352901,0.655132,0.407986,0.364788,0.296,0.244804,,0.236627,0.278147,0.186917,0.4028
4/5/16 0:00,0.383,,0.36586,0.53622,1.23398,0.346413,1.1201,1.27389,0.432553,0.507163,0.642177,0.442959,0.377653,0.267631,0.501374,0.322,0.453373,,0.412214,0.288449,0.193209,1.46751
4/5/16 6:00,0.366,,0.39751,0.63704,0.610769,0.417671,0.335135,0.692795,0.4317,0.679416,0.899732,,0.269834,0.309936,0.508451,0.809,0.337863,,0.246284,0.291485,0.229069,0.34155
4/5/16 12:00,0.305,,0.21891,0.2796,0.436235,0.459029,0.279381,0.354319,0.333443,0.286372,0.375819,0.369057,0.260133,0.249902,,0.335,0.245253,0.266263,0.150311,0.307616,0.20754,0.78392
4/5/16 18:00,0.418,,0.59824,0.66833,0.689383,0.86233,0.486903,0.371707,0.348248,0.409922,0.499521,0.359471,0.553209,0.326867,0.31466,0.42,0.377881,0.239189,0.345085,0.310402,0.209824,0.57129
4/6/16 0:00,0.34,,0.69156,0.42363,0.611646,0.90516,0.412169,0.518853,0.64048,1.21784,0.479766,0.483005,0.392817,0.351262,0.72844,0.542,0.425735,0.222318,0.196894,0.326011,0.198737,0.43623
4/6/16 6:00,0.412,,0.49951,0.40922,0.397824,0.521751,0.265645,0.354177,0.292546,0.237579,,0.335066,0.316193,0.281213,0.244747,0.35,0.29404,0.350982,0.176954,0.388441,0.34969,0.39864
4/6/16 12:00,0.341,,0.18519,0.33738,0.364511,0.306307,0.214608,0.27839,0.218136,0.629805,0.279474,0.207346,0.189094,0.295877,0.183223,0.268,0.197536,0.153414,0.20391,0.244671,0.17158,0.40366
4/6/16 18:00,0.347,,0.19482,0.26454,0.397139,0.342742,0.304736,0.40187,0.274869,0.3892,0.370666,0.254165,0.244038,0.311758,0.217535,0.439,0.206016,0.161285,0.381983,0.230107,0.178409,0.46574
4/7/16 0:00,0.322,,0.27956,0.4321,0.768564,0.445352,0.719685,0.395071,0.444189,0.364816,0.561365,0.310079,0.253264,0.3577,0.326529,0.33,0.269153,0.241351,0.323637,0.385548,0.241522,0.35423
4/7/16 6:00,0.35,,0.27576,0.62741,0.576245,0.302568,0.352506,0.391262,0.307149,0.278508,0.319465,0.27826,0.426168,0.327718,0.297076,0.319,0.373665,0.233021,0.109676,0.337062,0.259679,0.38614
4/7/16 12:00,0.233,,0.11937,0.24801,0.281375,0.330322,0.209517,0.294275,0.253981,0.233938,0.247465,0.248215,0.195735,0.275325,0.192805,0.265,0.271557,0.204135,0.341023,,0.172586,0.34271
4/7/16 18:00,0.27,,0.27695,0.38525,0.294671,0.495382,0.179877,0.306064,0.323435,0.268642,0.475858,0.235171,0.375211,0.359751,0.171952,0.343,0.259904,0.181026,0.257782,0.403633,0.175234,0.37139
4/8/16 0:00,0.316,,0.16308,0.61806,0.414566,0.525362,0.308468,0.460955,0.490082,0.595059,0.397382,0.355045,0.349013,0.288061,0.276725,0.52,0.241038,0.14432,0.289602,0.272499,0.214498,0.33198
4/8/16 6:00,1.114,,0.187,0.38824,0.371061,0.353147,0.668114,0.40697,0.438071,0.285397,0.72136,,0.888453,0.328478,0.258053,0.399,0.470839,0.306523,0.354984,0.211164,0.199957,0.35428
4/8/16 12:00,0.911,,0.23238,0.3289,0.26953,,0.199546,0.208022,0.207739,0.212425,0.286745,0.258593,0.355593,0.282537,0.209773,0.28,0.241471,0.151407,0.250608,0.221152,0.17233,0.2792
4/8/16 18:00,0.313,,0.25209,0.43847,0.311269,0.305191,0.222056,0.228902,0.265282,0.269115,0.246657,0.257428,0.319433,0.347136,0.201803,0.359,0.260672,0.149532,0.285856,0.101087,0.182135,0.41298
4/9/16 0:00,0.217,,0.26451,0.31962,0.611097,0.606242,0.866941,0.721013,0.727227,1.84938,0.523697,0.391039,0.604288,0.430358,0.360068,0.614,0.473195,0.187147,0.622997,0.519805,0.584124,1.19899
4/9/16 6:00,0.246,,0.19575,0.29906,0.650547,0.565641,0.784313,0.502813,0.483396,0.722035,,0.352884,1.06492,0.338412,0.647544,0.631,0.342743,0.409101,0.31227,,0.232761,0.82027
4/9/16 12:00,0.246,,0.18486,0.3241,0.264056,0.305356,0.189614,0.27713,0.22472,0.215896,0.240107,0.221762,0.3747,0.284624,0.29262,0.281,0.19085,0.138055,0.243852,,0.184568,0.34846
4/9/16 18:00,0.264,,0.17825,0.32044,0.382601,0.344922,0.21126,0.258923,0.28127,0.392637,0.320081,0.249966,0.293228,0.351923,0.237908,0.305,0.273309,0.134636,0.344379,,0.160314,0.3331
4/10/16 0:00,0.243,,0.16302,0.31279,0.44237,0.435369,0.323966,0.391254,0.425985,0.488669,0.984027,0.302279,0.297111,0.329048,0.360239,0.369,0.216591,0.150955,0.384555,,,0.22151
4/10/16 6:00,0.277,,0.13761,0.28377,0.380229,0.288886,0.216681,0.224583,0.176116,0.239068,0.258885,0.246093,0.481996,0.254557,0.196029,0.244,0.14262,0.104568,0.262977,,0.123956,0.20024
4/10/16 12:00,0.291,,0.17418,0.31848,0.283502,0.370431,0.200829,0.225867,0.232109,0.254584,0.23633,0.238247,0.29236,0.236902,0.199403,0.286,0.171854,0.111799,0.240945,,0.140526,0.3167
4/10/16 18:00,0.321,,0.24693,0.38161,0.361005,0.34966,0.237801,0.22009,0.240198,0.39733,0.312034,0.242582,0.215752,0.349892,0.208494,0.333,0.178433,0.146753,0.244508,,0.17773,0.31432
4/11/16 0:00,0.257,,0.18217,0.35274,0.325241,0.299465,0.217465,0.224702,0.216016,1.43133,0.266639,0.255343,0.192912,0.303934,0.228226,0.318,0.148573,0.154686,0.226253,,0.16954,0.16886
4/11/16 6:00,0.347,,0.15785,0.36128,0.437915,0.403716,0.238091,0.251666,0.25115,0.539656,0.240411,0.274608,0.57093,0.29133,0.214382,0.336,0.235858,0.123735,0.217518,,0.21276,0.19729
4/11/16 12:00,0.347,,0.18185,0.42445,0.291524,0.281915,0.201039,0.193462,0.241801,0.301343,0.237048,0.258669,0.316494,0.244664,0.165853,0.291,0.167283,0.110415,0.229542,0.20228,0.127767,0.24024
4/11/16 18:00,0.365,,0.28275,0.51956,0.258246,0.307257,0.227289,0.185983,0.24204,0.389592,0.319592,0.276568,0.385006,0.378092,0.174695,0.282,0.187876,0.119627,0.268768,0.23515,0.170576,0.27384
4/12/16 0:00,,,0.33773,0.68613,0.348443,0.235112,0.250403,0.276048,0.351171,0.343922,0.334782,0.317739,0.227297,0.406376,0.278861,0.346,0.192232,0.231054,0.237527,0.245857,0.229867,0.14258
4/12/16 6:00,,,0.52494,0.82931,0.565511,0.267727,,0.254654,,0.416012,0.414887,0.332736,0.44535,0.34034,0.366752,0.41,0.298523,0.198575,0.279593,0.247166,0.359838,0.23629
4/12/16 12:00,,,0.23504,0.50887,0.31114,0.214306,0.236435,0.256108,0.242045,0.339323,0.262659,0.326072,0.310947,0.29539,0.202459,0.411,0.238203,0.20617,0.305838,0.246544,0.173003,0.30827
4/12/16 18:00,0.424,,0.2878,0.55388,0.390044,0.253873,0.304596,0.244647,0.327776,0.392594,0.328745,0.37185,0.505958,0.39161,0.219892,0.429,0.271757,0.203272,0.455163,0.267538,0.208542,0.54445
4/13/16 0:00,0.372,,0.33975,0.6651,0.477169,0.300854,0.390626,0.346893,0.311788,1.62588,0.440021,0.412716,0.235257,0.365002,0.410672,0.388,0.243609,0.259417,0.342452,0.311736,0.256609,0.61406
4/13/16 6:00,0.623,,0.35555,0.72149,0.537625,0.336508,0.321691,0.331684,0.350342,0.369676,0.579034,0.471756,0.306551,0.428918,0.294681,0.545,0.313849,0.344146,0.321209,0.309154,0.250363,0.42152
4/13/16 12:00,0.41,,0.2341,0.42407,0.416382,0.609427,0.411668,0.293102,0.340249,0.398201,0.369548,0.42632,0.440142,0.448306,0.23145,0.483,0.416213,0.338026,0.394008,0.286919,0.265584,0.33676
4/13/16 18:00,0.442,,0.28339,0.46383,0.485562,0.454965,0.355221,0.26259,0.352614,0.432298,0.468545,0.425994,0.176328,0.391823,0.213924,0.589,0.350856,0.243171,0.500919,0.253918,0.205427,0.27914
4/14/16 0:00,0.362,,0.5022,0.84277,0.39706,0.30364,0.303016,0.286719,0.315385,1.17403,0.3385,0.387254,,0.310495,0.245408,0.414,0.25459,0.1974,0.370099,0.188654,0.24132,0.12364
4/14/16 6:00,0.325,,0.79194,0.64937,0.517403,0.228702,0.40177,0.274495,0.270745,0.333103,0.278592,0.360371,,0.331951,0.246557,0.42,0.32246,0.210492,0.231403,0.182671,0.269053,0.17968
4/14/16 12:00,0.267,,0.17043,0.51954,0.284922,0.302307,0.193244,,0.224036,0.305583,0.257349,0.339079,,0.257459,0.231016,0.34,0.22936,0.178178,0.256394,0.200543,0.27697,0.12244
4/14/16 18:00,0.305,,0.14827,0.59814,0.305306,0.250065,0.215196,0.206997,0.261553,0.496198,0.333856,0.295176,0.449868,0.33002,0.236969,0.306,0.225583,0.177253,0.288307,0.194594,0.26948,0.19592
4/15/16 0:00,0.354,,0.21186,0.43354,0.265875,0.216385,0.197955,0.179069,0.187286,0.983183,0.389061,0.339963,0.378997,0.240748,0.336273,0.315,0.228886,0.204308,0.619216,0.185275,0.258049,0.08428
4/15/16 6:00,0.34,,0.32182,0.50314,0.407738,0.248577,,0.363095,,0.499087,,0.315183,0.623959,0.315977,0.290378,0.392,0.427656,0.380209,0.50008,0.191553,0.308536,0.30049
4/15/16 12:00,0.224,,0.17733,0.29928,0.258515,0.204291,0.192002,0.212256,,0.344056,0.309871,0.282354,0.250962,0.252177,0.209994,,0.149948,0.176151,0.210173,0.21347,0.221287,
4/15/16 18:00,0.26,,0.28541,0.26524,0.310754,0.269974,0.268542,0.259821,0.291272,0.598882,0.480744,0.30412,0.262642,0.293402,0.233669,0.266,0.240269,0.175766,0.220268,0.195621,0.260791,0.18905
4/16/16 0:00,0.483,,0.30026,0.4609,0.423925,0.37928,0.349866,0.371156,0.353081,0.408482,0.297677,0.340538,0.25996,0.278613,0.406021,0.319,0.330741,0.252137,0.299659,0.274446,0.285086,0.08976
4/16/16 6:00,0.327,,0.29856,0.38693,0.319822,0.431966,0.246148,0.296602,0.276934,0.420404,0.30243,0.350949,0.233174,0.288072,0.271851,0.317,0.319258,0.205448,0.241367,0.27307,0.325865,0.10541
4/16/16 12:00,0.248,,0.16759,0.30088,0.243054,0.332687,0.205661,0.213346,0.244922,0.445969,0.314298,0.306303,0.215067,0.281147,0.228795,0.235,0.201915,0.185551,0.245111,0.166973,0.190087,0.16818
4/16/16 18:00,0.251,,0.36887,0.357,0.320737,0.549206,0.234809,0.286133,0.472487,0.590505,0.571369,0.375953,0.219076,0.340927,0.264742,0.405,0.281101,0.188408,0.259093,0.188283,0.211393,0.15918
4/17/16 0:00,0.268,,0.30096,0.4121,0.324692,0.486951,0.264575,0.303415,0.302247,0.515109,0.378509,0.526345,0.253928,0.363733,0.306307,0.343,0.324406,0.227936,0.246647,0.237583,0.372076,0.15664
4/17/16 6:00,0.332,,0.24097,0.41406,0.371329,0.395789,0.257824,0.34318,0.283426,0.377675,0.29123,0.383923,0.216185,0.286865,0.272549,0.312,0.246242,0.199398,0.257037,0.174266,0.274494,0.1048
4/17/16 12:00,0.251,,0.11663,0.22201,0.387932,0.600642,0.285668,,0.338117,0.447944,0.331996,0.388497,0.285353,0.288481,0.307707,0.405,0.319725,0.270532,0.204913,0.212199,0.378646,0.10262
4/17/16 18:00,0.284,,0.14957,0.39171,0.27128,0.232377,0.240009,0.170795,0.198104,0.376701,0.303233,0.331369,0.250537,0.247555,0.202498,0.294,0.218855,0.210956,0.414822,0.165814,0.322609,0.11071
4/18/16 0:00,0.261,,0.1539,0.50248,0.262156,0.166574,0.197118,0.225747,0.195558,0.509554,0.327472,0.322271,0.239592,0.239074,0.200548,0.19,0.189352,0.365456,0.467179,0.208827,0.303322,0.04385
4/18/16 6:00,0.467,,0.14025,0.28415,0.310574,0.242722,0.283581,0.222226,0.192697,0.399074,0.323939,0.312551,0.20346,0.273706,0.227872,0.24,0.204969,0.184276,0.184504,0.158096,0.325621,0.08399
4/18/16 12:00,0.209,,0.17437,0.30173,0.269629,0.225726,0.200493,0.182725,0.154491,0.349667,,0.289347,0.207685,0.25604,0.206035,0.231,0.217189,0.144131,0.226901,0.145265,0.337849,0.10004
4/18/16 18:00,0.237,,0.14301,0.1574,0.274225,0.181659,0.257633,0.180512,0.187996,0.329964,0.307766,0.285217,0.320397,0.268127,0.211668,0.256,0.175274,0.152775,0.349512,0.154919,,0.13995
4/19/16 0:00,0.258,,0.18758,0.30767,0.258715,0.124295,0.188084,0.185843,0.147626,0.289847,0.195303,0.391349,0.251034,0.257752,0.189553,0.222,0.208731,0.18788,0.329637,0.230964,0.364296,0.1
4/19/16 6:00,0.608,,0.34586,0.33992,0.298874,0.286287,0.247171,0.242512,0.18897,0.312096,0.154181,0.335425,0.280664,0.26166,0.224892,0.224,0.19896,0.179858,0.199977,0.165112,,0.11265
4/19/16 12:00,0.29,,0.06729,0.36954,0.285814,0.219649,0.204084,0.212536,0.174023,0.303031,0.179517,0.296895,0.284969,0.249401,0.183482,0.248,0.202034,0.161997,0.247263,0.391228,,0.21041
4/19/16 18:00,0.306,,0.12679,0.46329,0.300181,0.271978,0.238402,0.233432,0.215563,0.285945,0.267353,0.282473,0.243926,0.247641,0.224743,,0.18705,0.129814,0.375886,0.270971,0.142302,0.11742
4/20/16 0:00,0.296,,0.14942,0.42131,0.28211,0.295767,0.192824,0.249026,0.189071,0.254572,0.128684,0.345033,0.229307,0.242621,0.210018,0.257,0.217059,0.140387,0.260413,0.240778,,0.02707
4/20/16 6:00,0.239,,0.10647,0.42609,0.315902,0.326554,0.295026,0.319147,0.190155,0.297253,0.218668,0.288822,0.343061,0.282652,0.20719,0.291,0.287359,0.120306,0.254235,0.207219,0.318764,0.09079
4/20/16 12:00,0.195,,0.11093,0.30991,0.25662,0.298241,0.197232,0.123873,0.152787,0.431451,0.132266,0.313817,0.293946,0.252057,0.198687,0.253,0.202427,0.113739,0.248069,,0.147084,0.1199
4/20/16 18:00,0.195,,0.16977,0.346,0.270264,0.262007,0.22596,0.155207,0.14681,0.355744,0.220479,0.292493,0.329759,0.279223,0.165302,0.262,0.20897,0.11042,0.201935,0.164203,0.190582,0.15626
4/21/16 0:00,0.191,,0.10868,0.35938,0.361233,0.322684,0.3274,0.24485,0.173103,0.290447,0.300347,0.322282,0.26848,0.274594,0.213368,0.268,0.491958,0.566453,0.212112,0.265001,0.383373,0.08718
4/21/16 6:00,0.288,,0.18801,0.57621,0.343254,0.288511,0.268092,0.310235,0.174272,0.374934,0.341355,0.324494,0.263024,0.29703,0.211914,0.278,0.577722,0.343547,0.295084,0.348311,0.414015,0.19608
4/21/16 12:00,0.191,,0.09374,0.30555,0.286887,0.352409,0.195262,0.188785,0.14446,0.242867,0.148324,0.292196,0.149089,0.2516,0.184318,0.225,0.217624,0.189593,0.188964,0.196097,0.300522,0.03414
4/21/16 18:00,0.267,,0.10478,0.31903,0.284421,0.282005,0.21021,0.169108,0.144001,0.219226,0.189386,0.278472,0.169537,0.26694,0.183205,0.24,0.182649,0.184835,0.293921,0.174573,0.145692,0.06369
4/22/16 0:00,0.245,,0.25754,0.60777,0.27133,0.283428,0.173412,0.199514,0.1329,0.214582,0.117451,0.297707,,0.233191,0.195704,0.165,0.176682,0.219734,0.252176,0.182152,0.276883,0
4/22/16 6:00,0.311,,0.28274,0.53583,0.277693,0.246648,,0.204835,0.140899,0.222019,0.11931,0.292632,,0.26378,0.191144,0.21,0.236466,0.177263,0.141017,0.165859,0.212766,0.0362
4/22/16 12:00,0.232,,0.1039,0.28758,0.325774,0.312515,0.254854,0.171932,0.128705,0.238708,0.103666,0.294864,0.1905,,0.172721,0.237,0.158546,0.182856,0.208073,0.189921,0.314477,
4/22/16 18:00,0.231,,0.10282,0.2256,0.298867,0.254037,0.274034,0.172237,0.128546,0.261633,0.134768,0.28693,0.273853,,0.170814,0.21,0.209871,0.164203,0.340813,0.156294,0.192563,
4/23/16 0:00,0.369,,0.20236,0.67555,0.322201,0.284785,0.312218,0.266848,0.152814,0.492873,0.294279,0.482657,0.315812,,0.253783,0.382,0.375664,0.520672,0.624677,0.53479,0.801199,
4/23/16 6:00,0.327,,0.35088,0.46599,0.361218,0.286648,0.30137,0.225388,0.127479,0.387741,0.290134,0.315074,0.109209,,0.207674,0.276,0.18215,0.245803,0.230242,0.252915,0.839954,
4/23/16 12:00,0.163,,0.07979,0.26358,0.265365,0.280072,0.217451,0.189105,0.14139,0.284456,0.120849,0.285372,0.128053,,0.197877,0.264,0.158556,0.169082,0.138991,0.190324,0.199338,
4/23/16 18:00,0.195,,0.2304,0.31049,0.365392,0.31679,0.215541,0.181121,0.199614,0.42259,0.285366,0.270741,0.338466,,0.217529,0.297,0.22677,0.199262,0.237346,0.175732,0.261211,
4/24/16 0:00,0.214,,0.5787,0.71705,0.492763,0.592103,0.406209,0.395044,0.3204,0.351974,0.551443,0.390877,0.141205,,0.532761,0.422,0.274201,0.25167,0.226275,0.202764,0.273535,
4/24/16 6:00,0.278,,0.18582,0.4297,0.312513,0.234708,0.252587,0.223817,0.163657,0.25465,0.365037,0.281024,0.143973,,0.254923,0.205,0.191883,0.175365,0.217091,0.176823,0.172416,
4/24/16 12:00,0.25,,0.11903,0.28194,0.286338,0.297486,0.203865,0.180433,0.169695,0.602754,0.111743,0.255619,0.240977,,0.22231,0.215,0.155676,0.16188,0.290006,0.167818,0.186048,
4/24/16 18:00,0.273,,0.18926,0.30926,0.3447,0.381503,0.194776,0.206732,0.188284,0.272063,0.116402,0.252084,0.26138,,0.212501,0.291,0.197129,0.161802,0.234381,0.175014,0.193846,
4/25/16 0:00,0.225,,0.0968,0.25195,0.535797,0.434297,0.674845,0.502917,0.256759,1.384,0.460534,0.382822,0.348518,,0.309599,0.46,0.532099,0.499932,0.705607,0.294869,0.465634,
4/25/16 6:00,0.295,,0.21777,0.32384,0.446485,0.414216,0.51838,0.607261,0.146463,0.523879,0.6594,0.465974,0.369341,,0.309939,0.437,0.432126,0.360564,0.513258,0.44819,0.512459,
