date,time,DsWrocWybCon,LdLodzGdansk,MpKrakAlKras,MpZakopaSien,MzWarMarszal,PdBialWaszyn,PkRzeszRejta,PmGdaWyzwo03,SlKatoPlebA4,WmOlsPuszkin,WpPoznPolank,ZpSzczPils02
160523,00:00,0.320011,0.349,0.79784,0.43865,0.38,0.344,0.27781,0.319062,0.26904,0.170528,0.28653,0.67697
160523,08:00,0.36985,0.487,1.15352,0.29016,0.623,0.493,0.29946,0.329347,0.58596,0.217396,0.28447,0.54239
160523,16:00,0.303938,0.39,0.54749,0.25721,0.545,0.323,0.25951,0.242276,0.65376,0.122416,0.18913,0.70507
160524,00:00,0.471621,0.352,0.39891,0.48328,0.208,0.297,0.24656,0.254053,0.53379,0.134581,0.24345,0.36939
160524,08:00,0.321643,0.438,0.87669,0.34984,0.557,0.36,0.22777,0.279825,0.32308,0.191866,0.26722,0.45218
160524,16:00,0.281286,0.319,0.5554,0.28722,0.454,0.304,0.16461,0.259431,0.46361,0.109526,0.16358,0.72074
160525,00:00,0.312902,0.511,0.50188,0.53091,0.338,0.229,0.24397,0.293014,0.43389,0.143421,0.37904,0.29522
160525,08:00,0.30811,0.42,0.8466,0.23762,0.721,0.43,0.28254,0.292627,0.33571,0.199034,0.28813,0.32239
160525,16:00,0.304201,0.33,0.73818,0.32079,0.809,0.292,0.241,0.288291,0.25505,0.175564,0.19245,0.41986
160526,00:00,0.239344,0.534,0.37412,0.33359,0.642,0.529,0.5565,0.234339,0.18838,0.133548,0.19332,0.29564
160526,08:00,0.262592,0.33,0.50665,0.28505,0.343,0.246,0.22635,0.223399,0.17495,0.111236,0.2051,0.20691
160526,16:00,0.279031,0.328,0.54351,0.28045,0.443,0.207,0.19788,0.250525,0.46638,0.085381,0.2103,0.35568
160527,00:00,0.491624,0.368,0.68307,0.44595,0.345,0.218,0.329,0.27875,0.49108,0.153871,0.32755,0.27578
160527,08:00,0.404662,0.345,0.69276,0.32014,0.379,0.213,0.28026,0.303452,0.52302,0.171362,0.24894,0.31023
160527,16:00,0.273732,0.326,0.60549,0.25806,0.849,0.186,0.19952,0.326898,0.29795,0.124111,0.17157,0.37234
160528,00:00,0.233047,0.368,0.43596,0.4441,0.383,0.274,0.39575,0.36765,0.29038,0.161327,0.32761,0.20993
160528,08:00,0.279136,0.408,0.4756,0.28409,0.399,0.263,0.30424,0.443954,0.30452,0.141518,0.22801,0.25896
160528,16:00,0.321349,0.349,0.5319,0.37517,0.553,0.276,0.20783,0.334111,0.75367,0.226228,0.20678,0.39976
160529,00:00,0.289054,0.403,0.80225,0.60196,0.54,0.259,0.6209,0.381158,0.21258,0.169925,0.28437,0.37634
160529,08:00,0.258638,0.402,0.5266,0.29655,0.327,0.277,0.25329,0.364392,0.36114,0.137085,0.28872,0.32602
160529,16:00,0.256968,0.347,0.62711,0.2951,0.485,0.244,0.19342,0.311274,0.16572,0.123117,0.2436,0.48161
160530,00:00,0.293787,0.355,0.85235,0.50988,0.417,0.291,0.24604,0.301939,0.33469,0.135275,0.25254,0.39618
160530,08:00,0.35606,0.427,1.03211,0.23697,0.69,0.407,0.2512,0.406615,0.59105,0.147657,,0.50174
160530,16:00,0.269419,0.403,0.64388,0.31508,1.041,0.622,0.28272,0.353085,0.64823,0.155641,0.18035,0.42567
160531,00:00,0.391244,0.416,0.52382,0.45817,0.579,0.292,0.3875,0.303895,0.08442,0.178461,0.15836,0.12803
160531,08:00,0.337777,0.482,1.11988,0.29622,0.729,0.356,0.31449,0.329804,0.72636,0.186407,0.22994,0.34264
160531,16:00,0.431965,0.473,1.17442,0.26295,0.668,0.32,0.26853,0.357675,0.28306,0.24837,0.25512,0.52098
160601,00:00,0.297597,0.431,0.37942,0.39435,0.204,0.28,0.27515,0.18134,0.32977,0.141416,0.1889,0.13926
160601,08:00,0.332928,0.484,0.904,0.39558,0.513,0.424,0.34847,0.218785,0.57644,0.222342,0.22884,0.23671
160601,16:00,0.227954,0.442,0.70278,0.3068,0.661,0.369,0.21039,0.234819,0.40158,0.122433,0.1649,0.34225
160602,00:00,0.239511,0.396,0.72465,0.54761,0.408,0.3,0.22951,0.340878,0.1266,0.162272,0.15346,0.19297
160602,08:00,0.35905,0.482,0.9542,0.51895,0.667,0.326,0.2368,0.222405,0.31571,0.267366,0.20846,0.15643
160602,16:00,0.30061,0.546,1.00995,0.32388,0.587,0.266,0.2962,0.213355,0.21659,0.146415,0.16078,0.3635
160603,00:00,0.269179,0.389,0.60272,0.49599,0.418,0.279,0.22666,0.210547,0.29765,0.191586,0.2583,0.11188
160603,08:00,0.303977,0.4,0.79241,0.33572,0.736,0.949,0.22111,0.254725,0.24508,0.315508,0.2264,0.16608
160603,16:00,0.267045,0.368,0.74617,0.3693,0.675,0.302,0.2133,0.3193,0.23727,0.178942,0.1406,0.27383
160604,00:00,0.403589,1.219,1.02195,0.5155,0.636,0.297,0.39659,0.307151,0.27396,0.367232,0.37333,0.13683
160604,08:00,0.305244,0.262,0.78137,0.31093,0.321,0.329,0.35715,0.271004,0.38319,0.225427,0.22321,0.2067
160604,16:00,0.229131,0.298,0.61356,0.32379,0.411,0.358,0.1797,0.219079,0.68099,0.142747,0.25185,0.27571
160605,00:00,0.516213,0.639,0.84275,0.67147,0.631,0.282,0.39279,0.202694,0.47778,0.193773,0.19084,0.14862
160605,08:00,0.349067,0.214,0.54009,0.30421,0.335,0.241,0.2728,0.16348,0.28296,0.16144,0.1438,0.09665
160605,16:00,0.232592,0.249,0.67385,0.30603,0.356,0.219,0.1716,0.174095,0.16154,0.130716,0.14779,0.26076
160606,00:00,0.213919,0.185,0.52671,0.50178,0.338,0.223,0.20483,0.162423,0.19119,0.151205,0.0899,0.04643
160606,08:00,0.221298,0.222,0.63866,0.2585,0.481,0.429,0.16746,0.17165,0.50503,0.179419,0.1405,0.08226
160606,16:00,0.205277,0.201,0.55259,0.24839,0.517,0.273,0.15223,0.173449,0.46962,0.129583,0.08868,0.34497
160607,00:00,0.209899,0.251,0.40461,0.33596,0.36,0.242,0.17794,0.166638,0.23921,0.140004,0.09951,0.0517
160607,08:00,0.321832,0.209,0.56176,0.70621,0.548,0.304,0.1702,0.19794,0.27374,0.202538,0.15595,0.12751
160607,16:00,0.196728,0.21,0.49255,0.22359,0.471,0.393,0.14392,0.207714,0.28814,0.118271,0.10684,0.37255
160608,00:00,0.532867,0.57,0.55836,0.33891,0.475,0.708,0.31594,0.223868,0.25265,0.252532,,0.24076
160608,08:00,0.385753,0.302,0.88002,0.23075,0.433,0.229,0.2634,0.259568,0.44168,0.242806,0.19123,0.28035
160608,16:00,0.198229,0.241,0.45259,0.24933,0.308,0.206,0.16822,0.260177,0.45085,0.196686,0.15268,0.50994
160609,00:00,0.247013,0.297,0.66741,0.44664,0.322,0.266,0.3009,0.217886,0.35601,0.208473,0.1366,0.18191
160609,08:00,0.221721,0.316,0.93389,0.28961,0.644,0.44,0.27374,0.163233,0.15238,0.162841,0.24674,0.23348
160609,16:00,0.219285,0.234,0.50056,0.29151,0.43,0.17,0.25279,0.197233,0.13131,0.120103,0.1054,0.37029
160610,00:00,0.233328,0.571,0.5332,0.34863,0.372,0.204,0.25806,0.229642,0.22078,0.268936,0.23526,0.20789
160610,08:00,0.265062,0.338,0.68714,0.29561,0.304,0.216,0.27873,0.289975,0.3099,0.210958,0.21454,0.12759
160610,16:00,0.202595,0.234,0.54035,0.26232,0.491,0.305,0.1937,0.216271,0.44792,0.158026,0.10062,0.37759
160611,00:00,0.223616,0.26,0.51872,0.3459,0.293,0.183,0.20761,0.236675,0.44173,0.174841,0.21373,0.18955
160611,08:00,0.242669,0.226,0.76476,0.34101,0.192,0.169,0.21104,0.202453,0.37842,0.171338,0.13814,0.13276
160611,16:00,0.174458,0.204,0.52126,0.25843,0.18,0.175,0.16733,0.208213,0.19217,0.141359,0.07733,0.29598
160612,00:00,0.400988,0.289,0.81519,0.61377,0.618,0.217,0.36672,0.362815,0.4592,0.249402,0.26221,0.14102
160612,08:00,0.256607,0.222,0.54793,0.29547,0.302,0.198,0.21625,0.190354,0.31158,0.1806,0.16756,0.05969
160612,16:00,0.210168,0.215,0.51115,0.2649,0.337,0.167,0.13035,0.174392,0.20722,0.104449,0.11395,0.27874
160613,00:00,0.239948,0.208,0.76257,0.49053,0.305,0.308,0.15846,0.18738,0.21481,0.156257,0.15167,0.16473
160613,08:00,0.360189,0.312,0.53867,0.26666,0.66,0.252,0.17885,0.313602,0.26456,0.218106,0.22382,0.14071
160613,16:00,0.412134,0.319,0.51987,0.3602,0.513,0.17,0.24378,0.212409,0.70227,0.132562,0.39621,0.36701
160614,00:00,0.41477,0.31,0.32981,0.4697,0.301,0.183,0.20519,0.18775,0.05649,0.157772,0.29571,0.14252
160614,08:00,0.327708,0.402,0.81327,0.29845,0.599,0.259,0.21477,0.303423,0.31731,0.21706,0.33649,0.34158
160614,16:00,0.265247,0.404,0.65501,0.35142,0.553,0.233,0.21818,0.246442,0.14685,0.17192,0.23732,0.45168
160615,00:00,0.549076,0.349,0.39541,0.4633,0.385,0.246,0.20498,0.234096,0.14948,0.209057,0.38867,0.33167
160615,08:00,0.670556,0.39,0.91901,0.27131,0.521,0.521,0.30632,0.275497,0.53819,0.206988,0.39735,0.41407
160615,16:00,0.307356,0.352,0.76218,0.31628,0.642,0.319,0.28191,0.272278,0.58151,0.178413,0.26772,0.36787
160616,00:00,0.305594,0.35,0.39111,0.29599,0.33,0.274,0.25021,0.251568,0.18174,0.292717,0.26256,0.4148
160616,08:00,0.313248,0.351,0.64681,0.28074,0.431,0.322,0.26519,0.338643,0.42273,0.248924,0.25534,0.3043
160616,16:00,0.202574,0.342,0.72975,0.26629,0.412,0.258,0.2254,0.270417,0.40498,0.154812,0.19976,0.41221
160617,00:00,0.266091,0.428,0.69001,0.25271,0.684,0.25,0.19211,0.462356,0.2149,0.342935,0.28855,0.52949
160617,08:00,0.354551,0.475,0.85824,0.29624,0.655,0.301,0.23654,0.318991,0.30629,0.271346,0.35892,0.36294
160617,16:00,0.213468,0.323,0.40738,0.30616,0.373,0.304,0.19646,0.384614,0.42035,0.298674,0.26498,0.37174
160618,00:00,0.192162,0.312,0.55411,0.34243,0.363,0.166,0.18079,0.255523,0.46514,0.209378,0.25212,0.22943
160618,08:00,0.201815,0.332,0.67875,0.19428,0.345,0.186,0.23519,0.262456,0.40598,0.214319,0.27404,0.18549
160618,16:00,0.208167,0.302,0.50302,0.3724,0.313,0.209,0.15684,0.193574,0.45028,0.171823,0.22462,0.35281
160619,00:00,0.609627,0.505,0.71366,0.57926,0.816,0.296,0.29758,0.380109,0.83488,0.443542,0.35665,0.29359
160619,08:00,0.213142,0.34,0.68628,0.25981,0.371,0.233,0.20027,0.27634,0.26911,0.232294,0.27411,0.25839
160619,16:00,0.1948,0.312,0.39285,0.28358,0.418,0.21,0.18244,0.288698,0.41513,0.183404,0.20744,0.35011
160620,00:00,0.190004,0.335,0.27222,0.34386,0.291,0.257,0.19201,0.192007,0.18175,0.336672,0.27154,0.24078
160620,08:00,0.262703,0.45,0.99101,0.26262,0.682,0.337,0.26458,0.193398,0.11918,0.23272,0.27284,0.30582
160620,16:00,0.235312,0.441,0.94954,0.24983,0.829,0.313,0.21164,0.203974,0.35033,0.220166,0.33012,0.42167
160621,00:00,0.247271,0.372,0.5133,0.31172,0.286,0.289,0.22336,0.269519,0.31162,0.227901,0.32472,0.25333
160621,08:00,0.367241,0.508,0.6708,0.28645,0.393,0.326,0.24847,0.313718,0.65736,0.283103,,0.4842
160621,16:00,0.230874,0.427,0.56226,,0.372,0.26,0.22618,0.283631,0.64403,0.291736,0.26848,0.36783
160622,00:00,0.559583,0.488,0.52811,0.43694,0.407,0.24,0.38472,0.259427,0.44538,0.35446,0.46289,0.5359
160622,08:00,0.281449,0.435,0.89415,0.27892,0.492,0.293,0.27135,0.308135,0.4968,0.237321,0.33931,0.39972
160622,16:00,0.19386,0.368,0.65351,0.26779,0.372,0.243,0.20192,0.28283,0.35082,0.198363,0.21679,0.58249
160623,00:00,0.467667,0.539,0.5959,0.50264,0.577,0.262,0.26999,0.33276,0.4966,0.33457,0.28847,0.44547
160623,08:00,0.380478,0.416,0.82362,0.30215,0.76,0.271,0.25898,0.302611,0.29409,0.41188,0.33723,0.46703
160623,16:00,0.21969,0.397,,0.2689,0.841,0.202,0.22619,0.283701,0.4794,0.181468,0.26415,0.64767
160624,00:00,0.269524,0.478,0.65807,0.45612,0.51,0.361,0.39025,0.370217,0.40401,0.303969,0.2785,0.43106
160624,08:00,0.38165,0.489,0.77572,0.29822,0.728,0.268,0.32588,,0.33956,0.287554,0.4236,0.51586
160624,16:00,0.262191,0.418,0.69084,0.2803,0.712,0.303,0.24617,0.256151,0.66539,0.199749,0.31268,0.62566
160625,00:00,0.625132,0.481,0.57561,0.50255,0.607,0.371,0.30315,0.486412,0.37711,0.350487,0.42788,0.45425
160625,08:00,0.353762,0.512,0.65975,0.2655,0.599,0.33,0.27174,0.390711,0.16557,0.282063,0.42122,0.44646
160625,16:00,0.249573,0.363,0.41237,0.2731,0.499,0.257,0.23792,0.289656,0.26096,0.196158,0.34286,0.58128
160626,00:00,0.255918,0.408,0.72117,0.66161,0.547,0.279,0.29428,0.321771,0.44506,0.247443,0.35891,0.44939
160626,08:00,0.247,0.422,0.59229,0.27379,0.481,0.267,0.24289,0.353547,0.33259,0.264075,0.36894,0.25645
160626,16:00,0.199536,0.434,0.41095,0.24464,0.387,0.248,0.20912,0.271964,0.25276,0.227774,0.28772,0.32624
160627,00:00,0.244983,0.36,0.31157,0.25348,0.303,0.271,0.17709,0.224535,0.4428,0.179958,0.40876,0.35523
160627,08:00,0.377084,0.357,0.63175,0.24838,0.482,0.275,0.19933,,0.44587,0.195891,0.41698,0.30688
160627,16:00,0.205315,0.343,0.79449,0.22713,0.458,0.328,0.18279,0.272743,0.43272,0.149995,0.26267,0.36077
160628,00:00,0.259309,0.369,0.39307,0.21714,0.357,0.197,0.20592,0.486695,0.2062,0.213132,0.29892,0.33921
160628,08:00,0.29886,0.434,0.78098,0.22434,0.574,0.265,0.21803,0.279557,0.28216,0.251663,0.30798,0.36533
160628,16:00,0.207326,0.277,0.70775,0.28688,0.509,0.227,0.13345,0.286508,0.24937,0.201213,0.2832,0.36218
160629,00:00,0.393754,0.385,0.5908,0.49468,0.533,0.465,0.27705,0.230921,0.24073,0.228738,0.51173,0.23326
160629,08:00,0.27293,0.395,0.80839,0.31006,0.477,0.243,0.29241,0.26599,0.57862,0.237048,0.31492,0.38873
160629,16:00,0.222618,0.296,0.55111,0.22249,0.382,0.212,0.16621,0.28775,0.51737,0.188523,0.26301,0.38938
160630,00:00,0.307917,0.525,0.72428,0.42623,0.644,0.216,0.24698,0.305051,0.18401,0.320884,0.38526,0.39947
160630,08:00,0.435569,0.376,0.83642,0.33172,,0.318,0.25018,0.251009,0.3958,0.201187,0.3577,0.37172
160630,16:00,0.419032,0.3,0.69309,0.24991,0.362,0.267,0.19567,0.301966,0.35567,0.170132,0.36462,0.41068
160701,00:00,0.45585,0.432,0.53763,0.48019,0.681,0.256,0.19261,0.405203,0.30766,0.210488,0.36362,0.54849
160701,08:00,0.365431,0.36,0.79337,0.28484,0.469,0.305,0.23975,0.512802,0.32583,0.248653,0.37948,0.3724
160701,16:00,0.248969,0.291,0.68932,0.38095,0.312,0.285,0.31526,0.299011,0.26188,0.187663,0.2569,0.53019
160702,00:00,0.290944,0.401,0.83493,0.58591,0.661,0.487,0.28999,0.551817,0.3129,0.394796,0.5025,0.47553
160702,08:00,0.33003,0.458,0.84787,0.26944,0.454,0.256,0.24491,0.357137,0.29549,0.242061,0.34699,0.36909
160702,16:00,0.252918,0.27,0.48032,0.29661,0.294,0.23,0.21385,0.301985,0.48469,0.197032,0.3329,0.36318
160703,00:00,,0.332,0.47564,0.27959,0.341,,0.28698,0.318506,0.10323,0.185755,0.28784,0.21052
160703,08:00,0.210353,0.27,0.37112,0.25324,0.298,,0.1603,0.271422,0.12149,0.199479,0.26306,0.13779
160703,16:00,0.176364,0.216,0.47443,0.23272,0.306,,0.18476,0.234383,0.43167,0.147142,0.18458,0.27692
160704,00:00,0.213318,0.245,0.39981,0.28308,0.261,,0.21081,0.240046,0.25186,0.249147,0.2337,0.20053
160704,08:00,0.211278,0.22,0.70341,0.17927,0.342,,0.22092,0.23573,0.2838,0.185272,0.27892,0.1829
160704,16:00,0.206702,0.209,0.54007,0.22007,0.254,0.213,0.13901,0.206251,0.59695,0.163063,0.19111,0.32261
160705,00:00,0.330979,0.277,0.40723,0.28249,0.387,0.19,0.28286,0.225967,0.36641,0.2318,0.55558,0.42611
160705,08:00,0.308095,0.266,0.7314,0.21983,0.307,0.21,0.25236,0.269013,0.44859,0.193302,0.26262,0.31305
160705,16:00,0.266824,0.254,0.46024,0.15267,0.278,0.229,0.176,0.258327,0.45291,0.137889,0.16121,0.39486
160706,00:00,0.263505,0.254,0.38737,0.27596,0.302,0.199,0.26435,0.263432,0.123,0.199685,0.21643,0.22041
160706,08:00,0.270389,0.226,0.52682,0.21693,0.33,0.275,0.21816,0.246978,0.17174,0.176167,0.19351,0.1277
160706,16:00,0.199265,0.246,0.41492,0.15537,0.217,0.245,0.10229,0.246033,0.42876,0.152834,0.17735,0.21045
160707,00:00,0.171197,0.172,0.26129,0.12214,0.225,0.173,0.10844,0.244125,0.50897,0.14354,0.13338,0.13633
160707,08:00,0.195885,0.199,0.42218,0.1434,0.341,0.224,0.10196,0.250016,0.17487,0.161787,0.16144,0.15939
160707,16:00,0.210825,0.173,0.50417,0.10711,0.313,0.313,0.0977,0.194462,0.39063,0.131768,0.14017,0.30134
160708,00:00,0.353626,0.216,0.76844,0.22322,0.295,0.19,0.21098,0.219048,0.34439,0.128541,0.267,0.29155
160708,08:00,0.490589,0.218,0.63768,0.15168,0.344,0.203,0.19582,0.276134,0.57458,0.165545,0.28094,0.32561
160708,16:00,0.218124,0.232,0.56622,0.12575,0.28,0.197,0.11398,0.262093,0.94341,0.161942,0.16049,0.4367
160709,00:00,0.205588,0.293,0.77818,0.56502,0.35,0.218,0.21989,0.254743,0.66124,0.188629,0.24524,0.26074
160709,08:00,0.21519,0.275,0.55199,0.16698,0.298,0.258,0.17172,0.248098,0.06981,0.190224,0.21469,0.2079
160709,16:00,0.194164,0.249,0.47614,0.21226,0.212,0.228,0.1208,0.269551,0.2176,0.131834,0.20312,0.24185
160710,00:00,0.25835,0.255,0.47328,0.2397,0.28,0.248,0.18315,0.245582,0.27505,0.169012,0.27029,0.36561
160710,08:00,0.249698,0.241,0.51055,0.12108,0.229,0.225,0.1104,0.264949,0.11467,0.147981,0.24421,0.27504
160710,16:00,0.222081,0.26,0.79668,0.1518,0.271,0.222,0.11614,0.32594,0.3598,0.183116,0.21419,0.45191
160711,00:00,0.264813,0.341,0.8256,0.40347,0.351,0.243,0.18248,0.423421,0.13475,0.236466,0.34605,0.44477
160711,08:00,0.363637,0.386,0.92673,0.23914,0.392,0.345,0.18237,0.348027,0.42314,0.210753,0.30849,0.40058
160711,16:00,0.263057,0.396,0.69131,0.28951,0.41,0.279,0.21284,0.393863,0.24974,0.229242,0.38481,0.46674
160712,00:00,0.320976,0.418,0.86625,0.55428,0.325,0.284,0.15361,0.299548,0.2368,0.264071,0.35245,0.46453
160712,08:00,0.350548,0.587,0.91615,0.20122,0.659,0.396,0.18284,0.317097,0.45988,0.183232,0.38253,0.29
160712,16:00,0.286869,0.424,0.72768,0.30433,0.78,0.433,0.18161,0.276402,0.25663,0.127923,0.23941,0.35756
160713,00:00,0.265898,0.426,0.54871,0.27839,0.458,0.58,0.42153,0.369965,0.13427,0.227734,0.69991,0.34593
160713,08:00,0.387273,0.468,0.66975,0.20245,0.639,0.348,0.25054,0.298582,0.29345,0.235834,,0.34876
160713,16:00,0.247153,0.374,0.76876,0.22774,0.447,0.276,0.18226,0.269685,,0.190475,0.29555,0.38764
160714,00:00,0.259247,0.377,0.51414,0.32175,0.329,0.273,0.20405,0.306373,0.34667,0.2432,0.29606,0.25816
160714,08:00,0.28605,0.429,0.75448,0.32604,0.462,0.273,0.19578,0.275981,0.4203,0.210517,0.32379,0.39066
160714,16:00,0.190576,0.45,0.46223,0.17103,0.758,0.319,0.27501,0.270591,0.35824,0.240246,0.28708,0.32495
160715,00:00,0.173712,0.261,0.29646,0.10939,0.21,0.274,0.10645,0.271761,0.66617,0.164952,0.21466,0.16372
160715,08:00,0.219999,0.313,0.50543,0.12729,0.245,0.242,0.18611,0.253881,0.89591,0.150845,0.27067,0.20232
160715,16:00,0.22758,0.285,0.52111,0.13701,0.287,0.239,0.1388,0.267174,0.14057,0.143283,0.26913,0.29156
160716,00:00,0.218166,0.28,0.51504,0.14302,0.319,0.242,0.16583,0.245998,0.2982,0.15524,0.2546,0.21243
160716,08:00,0.23339,0.287,0.4366,0.13343,0.297,0.25,0.15459,0.256549,0.21903,0.149814,0.21168,0.19497
160716,16:00,0.220964,0.259,0.73711,0.18112,0.412,,0.14502,0.252752,0.15322,0.12336,0.193,0.37771
160717,00:00,0.261135,0.449,0.45292,0.28598,0.677,0.311,0.1591,0.587807,0.13485,0.279695,0.74126,0.37455
160717,08:00,0.262867,0.319,0.49103,0.25715,0.371,0.252,0.15835,0.292715,0.09933,0.166947,0.305,0.29873
160717,16:00,0.303456,0.332,1.00189,0.26162,0.414,0.335,0.1799,0.272878,0.15276,0.178969,0.23023,0.44488
160718,00:00,0.305037,0.366,0.52912,0.22792,0.486,0.263,0.14428,0.239092,0.28806,0.155015,0.25261,0.27055
160718,08:00,0.310609,0.286,0.84292,0.2194,0.349,0.214,0.1949,0.234933,0.17634,0.179823,0.25534,0.30278
160718,16:00,0.274569,0.298,0.40777,0.17114,0.427,0.236,0.15579,0.234607,0.34389,0.145464,0.25965,0.35977
160719,00:00,0.263427,0.272,0.4069,0.15767,0.298,0.195,0.13917,0.221618,0.2938,0.149321,0.28191,0.26741
160719,08:00,0.319697,0.322,0.69343,0.16403,0.373,0.258,0.16172,0.233986,0.60405,0.163222,0.28852,0.30701
160719,16:00,0.26558,0.303,0.61186,0.20953,0.533,0.186,0.20758,0.249344,0.197,0.125986,0.28877,0.44471
160720,00:00,0.253809,0.351,0.52216,0.36451,0.423,0.196,0.20559,0.23629,0.21036,0.145793,0.30071,0.31165
160720,08:00,0.305541,0.258,,0.16957,0.531,0.228,0.18402,0.274399,0.44994,0.152514,0.3261,0.36813
160720,16:00,0.255783,0.201,0.47029,0.15542,0.426,0.179,0.1097,0.255365,0.25339,0.117392,0.19123,0.53974
160721,00:00,0.499451,0.603,0.45877,0.30737,0.502,0.195,0.24113,0.29362,0.69016,0.148593,0.71491,0.37061
160721,08:00,0.339881,0.254,0.64578,0.14159,0.388,0.233,0.17631,0.27756,0.52112,0.154754,0.27696,0.37238
160721,16:00,0.251769,0.196,0.5223,0.11535,0.314,0.276,0.10964,0.214766,0.36298,0.14839,0.18258,0.64541
160722,00:00,0.265589,0.18,0.55232,0.48983,0.416,0.24,0.26772,0.261268,0.2804,0.152801,0.23703,0.3518
160722,08:00,0.320137,0.213,0.76202,0.24379,0.413,0.355,0.29566,0.304401,0.32339,0.167846,0.19163,0.37186
160722,16:00,0.229111,0.197,0.46146,0.18401,0.462,0.323,0.12967,0.337338,0.15866,0.206064,0.1764,0.35572
160723,00:00,0.275777,0.338,0.5496,0.44925,0.522,0.302,0.31038,0.340842,0.65399,,0.31144,0.13827
160723,08:00,0.281215,0.355,0.61857,0.22028,0.424,0.315,0.24491,0.334632,0.35754,0.232296,0.33512,0.18354
160723,16:00,0.262927,0.358,0.36783,0.16745,0.422,0.318,0.16242,0.364726,0.24523,0.22996,0.34974,0.37661
160724,00:00,0.351729,0.613,0.6861,0.58359,0.668,0.391,0.40374,0.332251,0.17139,0.290912,0.52139,0.41881
160724,08:00,0.359646,0.377,0.42303,0.22976,0.356,0.32,0.24349,0.319085,0.27185,0.239495,0.38845,0.24481
160724,16:00,0.35101,0.334,0.38112,0.23014,0.4,0.368,0.15462,0.351463,0.29431,0.233656,0.37446,0.44854
160725,00:00,0.364954,0.339,0.53081,0.46578,0.339,0.407,0.29667,0.365779,0.49856,0.247579,0.36968,0.34393
160725,08:00,0.411816,0.648,0.69786,0.34415,0.8,0.473,,0.400325,0.34978,0.312646,,0.55431
160725,16:00,0.318964,0.758,0.58028,0.32084,0.567,0.328,0.17648,0.386741,0.15517,0.217571,0.20948,0.58529
160726,00:00,0.385174,0.688,0.49602,0.33405,0.379,0.47,0.33716,0.56126,0.32911,0.22766,0.42639,0.35308
160726,08:00,0.461111,0.799,0.72095,0.22666,0.815,0.579,0.36563,0.444805,0.21209,0.255603,0.3773,
160726,16:00,0.307856,0.395,0.30678,0.28687,0.621,0.359,0.26619,0.381196,0.23426,0.238305,0.24822,0.38129
160727,00:00,0.289223,1.356,0.46479,0.22737,0.591,0.347,0.28536,0.354767,,0.168641,0.27189,0.07025
160727,08:00,0.348752,0.481,0.49738,0.27801,0.828,0.421,0.29017,0.284873,1.09241,0.210118,0.26596,0.1358
160727,16:00,0.293162,0.396,0.16857,0.17069,0.662,0.357,0.19781,0.256068,1.23761,0.197345,0.24882,0.34012
160728,00:00,0.299025,0.431,0.44357,0.38545,0.707,0.333,0.30592,0.311492,0.36669,0.238167,0.27782,0.16881
160728,08:00,0.30693,0.417,0.63378,0.31503,0.463,0.576,0.25816,0.362264,0.39668,0.263465,0.2492,0.15091
160728,16:00,0.279462,0.327,0.29645,0.16375,0.44,0.382,0.29947,0.336994,0.66822,0.211052,0.22377,0.228
160729,00:00,0.444792,0.812,0.41998,0.25135,0.398,0.352,0.25875,0.334041,0.43029,0.207027,0.36213,0.18425
160729,08:00,0.433162,0.544,0.43008,0.23505,0.727,0.498,0.22258,0.319664,0.75645,0.206293,0.31315,0.24501
160729,16:00,0.351378,0.342,0.38172,0.19806,0.391,0.271,0.16005,0.290225,0.72032,0.333255,0.26612,0.20634
160730,00:00,0.28997,0.39,0.58586,0.29589,0.432,0.273,0.206,0.501227,0.31092,0.242988,0.53417,0.1253
160730,08:00,0.267553,0.36,0.30351,0.14359,0.354,0.331,0.26059,0.410243,0.55829,0.236257,0.26643,0.09916
160730,16:00,0.216508,0.271,0.23795,0.13436,0.354,0.337,0.13982,0.345377,0.42981,0.214049,0.19689,0.17809
160731,00:00,0.308356,0.398,0.49861,0.61899,0.483,0.296,0.29735,0.388218,0.42965,0.326285,0.31912,0.08475
160731,08:00,0.320329,0.313,0.3567,,0.343,0.3,0.18731,0.303279,0.32706,0.185349,0.28927,0.08276
160731,16:00,0.245323,0.451,0.2929,0.12851,0.357,0.243,0.20588,0.282424,0.19898,0.164788,0.25224,0.21172
160801,00:00,0.260665,0.346,0.35396,0.26524,0.362,0.286,0.23815,0.295896,0.218,0.155688,0.29778,0.05448
160801,08:00,0.239438,0.341,0.57563,0.3754,0.43,0.326,0.20705,0.262934,0.19766,0.202504,0.23619,0.05729
160801,16:00,0.206147,0.274,0.39578,0.47158,0.358,0.254,0.17145,0.268766,0.49933,0.160447,0.17602,0.0983
160802,00:00,0.231743,0.327,0.36331,0.43737,0.311,0.235,0.14022,0.25208,0.62918,0.280021,0.2465,0.0473
160802,08:00,0.296111,0.32,,0.3755,0.352,0.313,0.16772,0.242788,0.70271,0.152559,0.25075,0.14527
160802,16:00,0.250167,0.23,0.47021,0.18339,0.249,0.184,0.10535,0.267722,0.59373,0.141124,0.29108,0.18109
160803,00:00,0.295816,0.292,0.42118,0.30441,0.316,0.277,0.24579,0.241126,0.37008,0.165841,0.29935,0.11194
160803,08:00,0.326922,0.287,0.42953,0.25778,0.476,0.304,0.23509,0.253104,0.1335,0.162455,0.35069,0.20494
