date,time,DsWrocWybCon,LdLodzGdansk,MpKrakAlKras,MpZakopaSien,MzWarMarszal,PdBialWaszyn,PkRzeszRejta,PmGdaWyzwo03,SlKatoPlebA4,WmOlsPuszkin,WpPoznPolank,ZpSzczPils02
160310,16:00,0.416468,0.552,1.17144,0.66351,0.755,0.516,0.40172,0.451738,0.25027,0.305775,0.49287,0.3798
160311,00:00,0.511545,0.464,0.77088,0.83158,0.6,0.416,0.33795,0.400782,0.27608,0.300158,0.49046,0.25737
160311,08:00,0.536219,0.554,0.96181,0.67032,0.76,0.536,0.32976,0.436163,0.43089,0.326473,0.55944,0.32757
160311,16:00,0.510054,0.667,0.97807,0.55164,0.931,0.537,0.34557,0.403781,0.43957,0.349432,0.52833,0.33707
160312,00:00,0.442936,0.538,0.57369,0.92084,0.76,0.41,0.28028,0.418777,0.47969,0.335799,0.51061,0.13584
160312,08:00,0.411872,0.497,0.69768,0.55099,0.48,0.395,0.26578,0.409262,0.42132,0.315296,0.45771,0.14354
160312,16:00,0.466823,0.649,0.92974,0.44183,0.762,0.467,0.32191,0.372381,0.49404,0.322356,0.51231,0.20687
160313,00:00,0.44472,0.487,0.85447,0.68199,0.592,0.302,0.47514,0.391942,0.42002,0.321364,0.24987,0.11402
160313,08:00,0.391611,0.355,0.49404,0.53099,0.342,0.308,0.27232,0.409391,0.32782,0.308893,0.24202,0.03886
160313,16:00,0.387916,0.389,0.63871,0.463,0.581,0.255,0.22796,0.411467,0.28852,0.205007,0.23532,0.11932
160314,00:00,0.482226,0.912,0.65472,0.39922,0.62,0.643,0.32197,0.468618,0.73475,0.507939,0.5265,0.05121
160314,08:00,0.573792,1.238,1.04004,0.53193,0.785,0.572,0.54533,0.40894,0.58497,0.46086,0.76803,0.1617
160314,16:00,0.369883,,0.64017,0.37297,0.509,0.41,0.21984,0.480922,0.32957,0.325848,0.31646,0.28995
160315,00:00,0.360359,,0.4773,0.59142,0.536,0.397,0.35941,0.380203,0.28385,0.238373,0.31754,0.11649
160315,08:00,0.525398,0.476,0.80095,0.55616,0.633,0.465,0.37386,0.404478,0.30993,0.276789,0.29156,0.14829
160315,16:00,0.383821,0.645,0.91013,0.50557,0.64,0.378,0.27786,0.470352,0.38715,0.314023,0.3255,0.24055
160316,00:00,0.406314,0.603,0.48126,0.42952,0.482,0.324,0.22794,0.433484,0.25179,0.345697,0.39127,0.08693
160316,08:00,0.450779,0.663,0.73076,0.9031,0.89,0.462,0.32093,0.850251,0.41991,0.687101,0.47351,0.27262
160316,16:00,0.342261,0.425,0.71478,0.44531,0.652,0.372,0.19019,0.426072,0.29504,0.264871,0.2443,0.25372
160317,00:00,1.52801,1.482,1.62854,0.91014,0.518,0.319,1.55202,0.446828,2.1396,0.94476,1.63058,0.30752
160317,08:00,1.85422,0.918,2.12454,0.65436,0.565,0.434,1.14296,0.465718,2.40702,0.374046,0.30266,0.48594
160317,16:00,0.442698,0.455,0.87208,0.42413,0.499,,0.26484,0.377362,0.44216,0.322437,0.27909,0.22388
160318,00:00,0.895403,0.775,1.33492,0.88366,0.414,0.28,0.53731,0.329345,0.83233,0.293211,0.543,0.26353
160318,08:00,0.525739,0.642,1.956,0.62493,0.481,0.335,0.70354,0.292177,1.06665,0.24619,0.42781,0.12898
160318,16:00,0.368799,0.501,0.53829,0.43792,0.441,0.256,0.23194,0.255461,0.29851,0.235305,0.28273,0.24506
160319,00:00,0.375616,0.287,0.51711,0.47794,0.465,0.182,0.22404,0.242897,0.29847,0.18464,0.30644,0.10575
160319,08:00,0.340414,0.347,0.46743,0.41018,0.335,0.204,0.14123,0.344198,0.32235,0.238484,0.28654,0.20185
160319,16:00,0.293725,0.309,0.51616,0.3481,0.348,0.289,0.16115,0.27641,0.31163,0.261245,0.27716,0.1489
160320,00:00,0.613843,0.581,0.97826,0.62536,0.438,0.307,0.50542,0.303658,1.27789,0.255384,0.39918,0.13218
160320,08:00,0.333554,0.359,1.02439,0.45928,0.369,0.276,0.32808,0.297306,0.57203,0.254528,0.28884,
160320,16:00,0.320669,0.509,0.5527,0.41209,0.417,0.315,0.31146,0.315844,0.28144,0.274326,0.29175,0.17764
160321,00:00,0.344489,0.436,0.45676,0.48353,0.48,0.338,0.29561,0.284845,0.57024,0.254428,0.22321,0.43252
160321,08:00,0.3811,0.511,0.73251,0.40368,0.445,0.448,0.36753,0.343339,0.36336,0.311322,0.21185,0.13953
160321,16:00,0.376345,0.354,0.95932,0.4647,0.392,0.375,0.40848,0.316947,0.62272,0.269544,0.1939,0.14846
160322,00:00,0.357472,0.369,0.73366,0.51343,0.367,0.27,0.47754,0.327458,0.46334,0.313207,0.22138,0.12103
160322,08:00,0.374162,0.424,0.76189,0.4444,0.41,0.377,0.38622,0.292693,0.4574,0.279215,0.26625,0.13605
160322,16:00,0.403404,0.44,0.50077,0.4993,0.559,0.34,0.28414,0.311447,0.30812,0.243172,0.34284,0.24245
160323,00:00,0.638486,0.598,0.75932,0.96668,0.492,0.251,0.30455,0.926412,0.65246,0.538345,1.18046,0.45186
160323,08:00,0.472438,0.641,0.83081,0.72664,0.849,0.413,0.30638,0.673059,0.4791,0.77177,0.46027,0.28422
160323,16:00,0.417904,0.37,0.97811,0.56854,0.595,0.276,0.26683,0.334597,0.59671,0.262046,0.22004,0.25486
160324,00:00,0.486342,0.435,0.79688,0.65376,0.593,0.428,0.54541,0.537078,0.83414,0.364757,0.42248,0.22558
160324,08:00,0.517059,0.638,1.08306,0.50591,0.579,0.629,0.30115,0.562493,0.50326,0.509896,0.56966,0.19402
160324,16:00,0.415238,0.362,0.53408,0.43417,0.578,0.274,0.23212,0.4614,0.31231,0.283914,0.25348,0.16369
160325,00:00,0.647348,1.262,1.39094,1.29908,1.039,1.64,1.90768,1.59443,1.37299,0.356916,0.50887,0.25717
160325,08:00,1.10536,0.939,1.48625,0.67002,1.614,0.845,0.6363,0.637069,1.3893,0.6284,0.40255,0.25932
160325,16:00,0.426143,0.467,0.67867,0.43756,0.512,0.298,0.27204,0.359433,0.55563,0.321104,0.29391,0.33773
160326,00:00,0.502826,1.16,1.04401,0.69762,0.669,0.336,0.53534,0.476386,0.76331,0.482217,0.4264,0.2288
160326,08:00,0.40254,0.457,0.82661,0.5719,0.619,0.327,0.67008,0.355358,0.30301,0.46298,0.26813,0.065
160326,16:00,0.314303,0.358,0.66693,0.59122,0.692,0.348,0.37019,0.403815,0.16155,0.322318,0.19533,0.27517
160327,00:00,1.73821,0.601,1.12867,1.25582,0.991,0.495,0.55543,0.409031,0.85331,0.469325,0.31371,0.22118
160327,08:00,0.697578,0.537,0.97393,0.64903,0.7,0.568,0.48368,0.503586,0.76958,0.419911,0.40108,0.10829
160327,16:00,0.243004,0.437,0.44793,0.45919,0.354,0.218,0.28558,0.41645,0.40655,0.336263,0.21293,0.34557
160328,00:00,0.355259,,1.11094,1.0805,0.509,0.527,0.55787,0.512194,0.70179,0.337203,0.52004,0.23277
160328,08:00,0.368703,,0.91415,0.64564,0.476,0.338,0.44721,0.552151,0.57146,0.329899,0.33429,0.13123
160328,16:00,0.294302,,0.52548,0.47905,,0.202,0.32667,0.44257,0.52336,0.311286,0.26987,0.31882
160329,00:00,0.358096,,1.73084,1.20098,,0.339,0.35073,0.605101,0.30467,0.358673,0.31344,0.22223
160329,08:00,0.295724,0.698,1.38106,0.52342,,0.327,0.55093,0.649236,0.39247,0.467766,0.30013,0.22472
160329,16:00,0.247281,0.366,0.45473,0.45662,0.458,0.393,0.36267,0.399119,0.37846,0.368313,0.2936,0.20156
160330,00:00,0.411943,0.368,0.57196,0.4548,0.343,0.279,0.5779,0.405481,0.42483,0.255173,0.31311,0.07588
160330,08:00,0.547856,0.563,1.37371,0.39861,0.49,0.31,0.46799,0.45124,0.77391,0.315378,0.49654,0.17716
160330,16:00,0.265204,0.563,0.50814,0.45882,0.414,0.286,0.29798,0.461116,0.46828,0.294521,0.42857,0.20469
160331,00:00,0.274219,0.47,0.77689,0.46815,0.498,0.281,0.85004,0.554797,0.37875,0.469843,0.43011,0.23407
160331,08:00,0.529529,0.615,1.22215,0.78431,0.554,0.396,1.0604,0.412831,0.7765,0.343945,0.53482,0.17768
160331,16:00,0.388669,0.547,0.76201,0.48966,0.405,0.242,0.29007,0.363745,0.38959,0.256365,0.28751,0.28546
160401,00:00,0.309477,0.673,0.66339,0.83597,0.447,2.425,0.35055,0.515312,0.27799,0.461014,0.32411,0.15257
160401,08:00,0.320239,0.374,0.75742,1.1681,0.668,0.327,0.35478,0.410613,0.32625,0.640912,0.42479,0.23273
160401,16:00,0.315221,0.312,0.71023,0.65099,0.405,0.231,0.29453,0.338874,0.47544,0.205671,0.23649,0.36918
160402,00:00,0.614619,0.424,0.6381,0.8986,0.409,0.229,0.29379,0.460125,1.19874,0.205973,0.82207,0.26994
160402,08:00,0.425864,,1.15804,0.80351,0.425,0.277,0.26639,0.523114,1.06023,0.425505,0.72121,0.24339
160402,16:00,0.19808,,0.42756,0.5745,0.351,0.205,0.22779,0.403205,0.55418,0.196286,0.23825,0.21431
160403,00:00,0.399133,,0.59186,1.25,1.257,1.129,1.16833,0.688813,0.6976,1.01785,0.36375,0.07999
160403,08:00,0.466051,,1.15509,0.96001,0.419,0.303,0.57167,0.513843,0.60671,0.394645,0.42452,0.13088
160403,16:00,0.236358,,0.70216,0.61847,0.465,0.189,0.24532,0.443765,0.42015,0.229842,0.37524,0.33438
160404,00:00,0.636895,0.457,1.33451,1.08588,0.593,0.521,0.61872,0.935826,0.40859,0.372543,0.90643,0.50646
160404,08:00,0.55165,0.732,1.8846,0.96543,1.015,0.457,0.48835,0.741929,0.75976,0.523105,0.6325,0.33089
160404,16:00,0.316914,0.478,0.58442,0.65768,0.724,0.3,0.30473,0.491881,0.27159,0.275336,0.40488,0.3659
160405,00:00,0.831469,0.438,0.92547,1.02321,0.454,0.383,0.53622,1.27389,0.45364,0.288449,0.71576,1.46751
160405,08:00,0.867444,0.828,,0.80393,0.895,0.35,0.46306,0.609681,0.99926,0.390431,0.91376,1.11911
160405,16:00,0.320347,0.391,0.63576,0.61319,0.842,0.363,0.26068,0.387248,0.50321,0.287426,,0.63947
160406,00:00,0.39481,0.952,1.03227,1.06758,0.824,0.34,0.42363,0.518853,0.37147,0.326011,0.84559,0.43623
160406,08:00,0.267659,0.378,1.00523,0.87125,0.526,0.389,0.37626,0.30798,0.2586,0.521561,0.40999,0.38455
160406,16:00,0.22158,0.33,0.71809,0.55599,0.521,0.617,0.26507,0.272363,0.54828,0.215429,0.35892,0.47119
160407,00:00,0.361919,0.509,1.09029,,0.554,0.322,0.4321,0.395071,0.90871,0.385548,0.41559,0.35423
160407,08:00,0.428458,0.775,1.47084,0.57191,0.638,0.311,0.7423,0.438832,0.90394,0.437367,0.51416,0.36051
160407,16:00,0.181958,0.379,0.77325,0.53698,0.51,0.245,0.30213,0.283156,0.3882,0.205807,0.29645,0.42367
160408,00:00,0.230755,0.491,0.62512,0.58735,0.475,0.316,0.61806,0.460955,0.51076,0.272499,0.32448,0.33198
160408,08:00,0.459925,0.442,0.91366,0.39186,0.758,1.042,0.34233,0.681294,0.282,0.247558,0.58964,0.40239
160408,16:00,0.2274,0.546,0.82359,0.50975,0.699,0.918,0.39484,0.236578,0.34762,0.098043,0.26535,0.39234
160409,00:00,0.226291,0.483,0.53586,0.42681,0.6,0.217,0.31962,0.721013,0.35793,0.519805,1.16834,1.19899
160409,08:00,0.194061,0.426,0.91418,0.53019,0.383,0.274,0.34542,0.723431,0.39656,,0.38654,0.44392
160409,16:00,0.251988,0.442,0.8204,0.5519,0.408,0.26,0.31895,0.265607,0.17364,,0.29761,0.37551
160410,00:00,0.281496,,0.64921,0.59749,0.612,0.243,0.31279,0.391254,0.29647,,0.3052,0.22151
160410,08:00,0.190242,,0.48192,0.45326,0.391,0.262,0.2942,0.225499,0.17474,,0.30046,0.22536
160410,16:00,0.296594,0.477,0.69347,0.6136,0.518,0.326,0.37257,0.231661,0.36817,,0.36235,0.25646
160411,00:00,0.246952,0.457,0.61895,0.48704,0.364,0.257,0.35274,0.224702,0.34955,,0.30337,0.16886
160411,08:00,0.334135,0.422,0.99236,0.60284,0.647,0.41,0.33591,0.252122,0.43753,,0.38398,0.22447
160411,16:00,0.262733,0.499,1.24823,0.48314,0.689,0.334,0.50005,0.205433,0.29232,0.225425,0.29743,0.30449
160412,00:00,0.626106,0.508,1.02438,0.66491,0.419,,0.68613,0.276048,0.8557,0.245857,0.35273,0.14258
160412,08:00,0.676046,0.742,0.75932,0.88065,0.93,,0.76067,0.317655,0.73044,0.287756,0.50901,0.24404
160412,16:00,0.331509,0.537,1.18217,0.51267,0.586,0.399,0.55409,0.248547,0.64211,0.258834,0.83783,0.49684
160413,00:00,1.21155,0.559,1.31558,0.67993,0.475,0.372,0.6651,0.346893,0.85465,0.311736,1.03958,0.61406
160413,08:00,1.34864,0.583,1.19664,0.41842,0.522,0.612,0.7815,0.370816,1.19394,0.362894,0.92351,0.50788
160413,16:00,0.261477,0.423,0.54122,0.38727,0.379,0.536,0.34065,0.269429,0.35733,0.266204,0.3471,0.28782
160414,00:00,0.504393,0.949,0.92246,0.54357,0.794,0.362,0.84277,0.286719,0.67806,0.188654,0.95192,0.12364
160414,08:00,0.310723,0.601,1.10269,0.5245,0.658,0.383,0.67988,0.290224,0.55551,0.223139,0.50092,0.22778
160414,16:00,0.314283,,0.9572,0.43194,0.629,0.299,0.55781,0.210526,0.34263,0.17577,0.4254,0.20872
160415,00:00,0.257639,,0.46714,0.44231,0.496,0.354,0.43354,0.179069,0.30535,0.185275,0.37148,0.08428
160415,08:00,0.313666,0.378,0.78071,0.36563,0.525,0.36,0.42275,0.24562,0.71284,0.251995,0.54703,0.18211
160415,16:00,0.273983,0.349,0.62034,0.35525,0.358,0.274,0.25428,0.235733,0.64423,0.178587,0.31266,0.21663
160416,00:00,0.285663,0.378,0.95113,0.49596,0.364,0.483,0.4609,0.371156,0.36396,0.274446,0.43503,0.08976
160416,08:00,0.392933,0.468,0.97543,0.39591,0.499,0.326,0.37484,0.290804,0.44885,0.262589,0.39846,0.14976
160416,16:00,0.492643,0.533,0.73541,0.38056,0.406,0.216,0.27565,0.271741,0.27354,0.159701,0.395,0.15779
160417,00:00,0.676929,0.616,1.14619,0.91509,0.552,0.268,0.4121,0.303415,0.45044,0.237583,0.49645,0.15664
160417,08:00,0.541448,0.6,1.23863,0.32098,0.663,0.316,0.27766,0.309275,0.23884,0.175564,0.48089,0.08287
160417,16:00,0.288872,0.365,0.86132,0.37839,0.389,0.321,0.26183,0.214771,0.24744,0.217106,0.39415,0.10583
160418,00:00,0.335967,0.319,0.41233,0.70343,0.354,0.261,0.50248,0.225747,0.1278,0.208827,0.41849,0.04385
160418,08:00,0.301504,0.333,0.86944,0.34165,0.385,0.268,0.29053,0.21018,0.27748,0.173222,0.39083,0.1
160418,16:00,0.225914,0.243,0.88532,0.41628,0.322,0.27,0.17092,0.169257,0.43459,0.148042,0.28997,0.13299
160419,00:00,0.410583,0.375,1.01411,0.50511,0.404,0.258,0.30767,0.185843,0.51391,0.230964,0.43621,0.1
160419,08:00,0.292452,0.403,1.39016,0.34391,0.529,0.38,0.32602,0.231118,,0.211296,0.43126,0.08616
160419,16:00,0.237936,0.325,0.59545,0.33113,0.421,0.32,0.36584,0.223713,0.44454,0.288198,0.32946,0.14236
160420,00:00,0.230737,0.39,0.39269,0.39775,0.326,0.296,0.42131,0.249026,0.23352,0.240778,0.33408,0.02707
160420,08:00,0.223902,0.327,0.51233,0.29322,0.43,0.248,0.35409,0.27357,0.19972,0.235107,0.35804,0.08774
160420,16:00,0.216031,0.342,0.32615,0.26582,0.41,0.201,0.33283,0.152953,0.24096,0.162714,0.33053,0.20281
160421,00:00,0.39914,0.407,0.50039,0.60369,0.402,0.191,0.35938,0.24485,0.31956,0.265001,0.46071,0.08718
160421,08:00,0.365727,0.437,0.6372,0.3181,0.51,0.288,0.42483,0.247674,0.56154,0.430604,0.41812,0.15651
160421,16:00,0.227433,0.305,0.56524,0.29022,0.349,0.269,0.32117,0.176586,0.41426,0.15945,0.29308,0.08464
160422,00:00,0.317144,0.442,1.09532,0.64664,0.391,0.245,0.60777,0.199514,0.39718,0.182152,0.34409,0.0
160422,08:00,0.226293,0.34,0.72242,0.29191,0.388,0.313,0.405,0.212406,0.33827,0.190642,0.2778,0.0235
160422,16:00,0.21333,0.319,0.34789,0.3154,0.345,0.222,0.2246,0.201341,0.16642,0.154899,0.24297,
160423,00:00,0.836379,0.566,0.95085,0.86563,0.987,0.369,0.67555,0.266848,0.70649,0.53479,0.99394,
160423,08:00,0.601059,0.545,0.9256,0.4475,0.586,0.216,0.51271,0.2226,0.48008,0.266094,0.51022,
160423,16:00,0.217352,0.292,0.48149,0.28966,0.322,0.16,0.24148,0.20076,0.23546,0.176988,0.28153,
160424,00:00,0.241708,0.363,0.76712,1.13845,0.374,0.214,0.71705,0.395044,0.26518,0.202764,0.32443,
160424,08:00,0.235387,0.34,0.30944,0.23714,0.284,0.303,0.37561,0.200951,0.22719,0.184305,0.28937,
160424,16:00,0.21247,0.31,0.61877,0.26722,0.36,0.207,0.27597,0.197154,0.22872,0.163828,0.26447,
160425,00:00,0.348201,0.527,0.64477,0.31844,0.354,0.225,0.25195,0.502917,0.29765,0.294869,0.38993,
160425,08:00,0.263268,0.413,0.63936,0.27181,0.611,0.371,0.29954,0.274269,0.28879,0.842809,0.43211,
160425,16:00,0.242644,0.338,0.66048,0.27317,0.542,0.291,0.29224,0.201066,0.226,0.189897,0.2713,
160426,00:00,0.476736,0.538,0.61209,0.6058,0.468,0.249,0.33847,0.51672,0.86971,0.208906,0.7047,
160426,08:00,0.317056,0.52,0.74791,0.24756,0.585,0.248,0.42387,0.450417,0.6486,0.863294,0.33945,
160426,16:00,0.322783,0.467,0.5702,0.15863,0.447,0.282,0.18311,0.225127,0.54867,0.156252,0.30089,0.33202
160427,00:00,0.505609,0.351,0.36865,0.12278,0.387,0.3,0.33092,0.214162,0.39847,0.208768,0.42436,0.07305
160427,08:00,0.346021,0.372,0.69634,0.15088,0.496,0.3,0.28594,0.304749,0.54606,0.303597,0.47808,0.40239
160427,16:00,0.261321,0.408,0.86729,0.35042,0.722,0.294,0.27813,0.203792,0.81796,0.248723,0.29009,0.25232
160428,00:00,0.337539,0.588,0.49966,0.15544,0.331,0.347,0.34858,0.408494,0.51703,0.30092,0.28502,0.04818
160428,08:00,0.258823,0.361,0.71426,0.14702,0.482,0.356,0.41861,0.236762,0.6236,0.286557,0.22784,0.38286
160428,16:00,0.197919,0.392,0.6089,0.20072,0.416,0.303,0.17862,0.172351,0.51565,0.179817,0.19458,0.17109
160429,00:00,0.30938,0.591,0.32797,0.3188,0.498,0.501,0.28427,0.288999,0.37931,0.328046,0.25584,0.04804
160429,08:00,0.562555,0.544,0.69262,0.24109,0.555,0.443,0.33122,0.348751,0.50118,0.472172,0.37073,0.37216
160429,16:00,0.236122,0.331,0.58657,0.23595,0.888,0.291,0.37599,0.336365,0.27875,0.158535,0.18307,0.02875
160430,00:00,0.509433,0.408,1.13577,1.0846,0.56,0.465,0.28065,0.361069,0.41993,0.2627,0.41604,0.13822
160430,08:00,0.402203,0.413,0.42482,0.2312,0.572,0.42,0.21595,0.352587,0.28736,0.23782,0.2744,0.63255
160430,16:00,0.275072,0.34,0.40383,0.22785,0.492,0.319,0.19975,0.348055,0.20062,0.157337,0.19395,0.0
160501,00:00,0.316758,0.762,0.71308,1.05023,0.54,0.376,0.73804,0.187407,0.17802,0.372689,0.35957,0.14346
160501,08:00,0.255502,0.469,0.6791,0.26891,0.48,0.348,0.35542,0.251576,0.30553,0.235952,0.38045,0.54008
160501,16:00,0.229729,0.352,0.52689,0.26861,0.554,0.271,0.22915,0.189518,,0.18919,0.27947,0.16159
160502,00:00,0.475082,0.548,0.30079,0.67822,0.593,0.729,0.26633,0.272846,,0.264333,0.33175,0.07604
160502,08:00,0.27229,0.43,0.54163,0.36006,0.556,0.435,0.2552,0.19947,,0.21324,0.35978,0.68837
160502,16:00,0.221517,0.3,0.54705,0.27869,0.687,0.232,0.3386,0.171903,0.26138,0.135254,0.29497,0.142
160503,00:00,0.316134,0.379,0.44607,0.46125,0.622,0.452,0.46785,0.275635,0.32293,0.207323,0.52655,0.13127
160503,08:00,0.307444,0.327,0.33273,0.30409,0.428,0.272,0.34069,0.185728,0.27634,0.212828,0.376,0.15113
160503,16:00,,0.413,0.48714,0.26635,0.488,0.203,0.29503,0.177967,0.41387,0.14798,0.28185,0.08297
160504,00:00,0.232245,0.426,0.51365,0.34453,0.494,0.242,0.43455,0.23868,0.28751,0.22778,0.3366,0.04531
160504,08:00,0.233907,0.498,1.04159,0.31251,0.934,0.532,0.50372,0.189287,0.32666,0.239614,0.33703,0.18207
160504,16:00,0.221339,0.47,0.50296,0.23831,0.775,0.25,0.32655,0.208498,0.67723,0.16657,0.36225,0.11188
160505,00:00,0.257463,0.417,0.49669,0.28854,0.332,0.255,0.34047,0.180959,0.26457,0.154233,0.29065,0.05453
160505,08:00,0.264404,0.364,0.5794,0.26868,0.646,0.368,0.38941,0.220361,0.3616,0.184538,0.34278,0.21287
160505,16:00,0.255467,0.316,0.84579,0.22721,0.585,0.23,0.2924,0.217535,0.24656,0.134416,0.23953,0.1483
160506,00:00,0.411018,0.422,0.50172,0.55561,0.383,0.15,0.67792,0.289896,0.62368,0.210611,0.86595,0.09287
160506,08:00,0.437743,0.413,1.02658,0.25543,0.727,0.383,0.37282,0.24287,0.79076,0.210774,0.36972,0.20878
160506,16:00,0.263286,0.328,0.60111,0.20653,0.677,0.229,0.28187,0.189356,0.2023,0.132431,0.24928,0.3424
160507,00:00,0.657973,0.423,0.9225,0.4893,0.524,0.328,0.34935,0.322401,0.30874,0.189921,0.33243,0.3171
160507,08:00,0.313499,0.343,0.67459,0.2203,0.447,0.298,0.29103,0.293749,0.34394,0.201036,,0.25712
160507,16:00,0.255241,0.296,0.46179,0.22086,0.577,,0.29047,0.226988,0.19247,0.152204,0.19389,0.30606
160508,00:00,0.371234,0.341,0.52868,0.47603,0.668,,0.40703,0.288098,0.25316,0.215802,0.4714,0.30584
160508,08:00,0.286531,0.326,0.48015,0.25404,0.451,0.276,0.30605,0.293531,0.2363,0.224888,0.27882,0.27189
160508,16:00,0.283501,0.363,0.61629,0.25577,0.539,0.227,0.30784,0.267262,0.58302,0.148294,0.21677,0.387
160509,00:00,0.348655,0.321,0.58643,0.36214,0.416,0.31,0.44641,0.287298,0.24236,0.236835,0.33786,0.24041
160509,08:00,0.31404,0.437,0.87054,0.23826,0.655,,0.32312,0.319712,0.39652,0.734825,0.30456,0.41403
160509,16:00,0.321258,0.369,0.66559,0.23529,0.59,0.292,0.2961,0.291912,0.47579,0.176378,0.20855,0.42845
160510,00:00,0.317966,0.365,0.86552,0.57242,0.491,0.549,0.35669,0.504572,0.28768,0.410936,0.39556,0.26785
160510,08:00,0.390891,0.409,0.76692,0.26394,0.707,0.612,0.32628,0.513794,0.45927,0.471578,0.32038,0.31701
160510,16:00,0.309491,0.367,0.59922,0.24728,0.606,0.411,0.28173,0.323449,0.61721,0.148935,0.23413,0.41817
160511,00:00,0.35183,0.419,0.80009,0.46282,0.564,0.353,0.5005,0.458429,0.44683,0.234072,0.29486,0.2653
160511,08:00,0.507399,0.508,0.78967,0.27713,0.842,,0.50462,0.558732,0.58057,0.560849,0.34502,0.34509
160511,16:00,0.304264,0.393,0.70485,0.25595,0.412,0.317,0.30184,0.285873,0.40761,0.228517,0.22424,0.60605
160512,00:00,0.302087,0.453,1.00599,0.48704,0.522,0.313,0.49335,0.260115,0.20255,0.21109,0.34683,0.41174
160512,08:00,0.359247,0.436,0.75463,0.28144,0.653,0.386,0.51446,0.262997,0.34684,0.213911,0.35306,0.29656
160512,16:00,0.3076,0.344,0.61539,0.28288,0.693,0.585,0.28755,0.25913,0.15051,0.180017,0.26482,0.46417
160513,00:00,0.343348,0.316,0.63066,0.52959,0.466,0.337,0.32238,0.272122,0.19857,0.263054,0.30979,0.2436
160513,08:00,0.366894,0.428,0.70924,0.29672,0.724,0.362,0.31614,0.335897,0.21588,0.327087,0.38152,0.32825
160513,16:00,0.321366,0.354,0.86115,0.33313,0.763,0.288,0.38767,0.312182,0.3121,0.16604,0.35505,0.44594
160514,00:00,0.279022,0.337,0.61343,0.35553,0.786,0.322,0.42224,0.326835,0.5156,0.169215,0.34317,0.338
160514,08:00,0.236248,0.355,0.95368,0.33388,0.492,0.41,0.38865,0.290557,0.17483,0.178552,0.30916,0.23883
160514,16:00,0.239435,0.347,0.67305,0.34221,0.482,0.329,0.3925,0.26635,0.19292,0.173489,0.27744,0.19155
160515,00:00,0.193893,0.293,,0.37098,0.57,0.267,0.34707,0.277908,0.23286,0.142419,0.23935,0.1979
160515,08:00,0.167308,0.208,0.1564,0.19069,0.261,0.276,0.26287,0.255767,0.46549,0.139895,0.22747,0.17336
160515,16:00,0.203611,0.205,0.456,0.18093,0.286,0.207,0.25985,0.260073,0.61358,0.135761,0.17423,0.21085
160516,00:00,0.203931,0.239,0.55516,0.42536,0.291,0.249,0.37343,0.270382,0.27764,0.144338,0.21854,0.15892
160516,08:00,0.194803,0.273,0.51006,0.15997,0.392,0.299,0.31598,0.299578,0.37101,0.174925,0.22209,0.23518
160516,16:00,0.233538,0.278,0.66186,0.17685,0.352,0.32,0.21241,0.279826,0.46251,0.188809,0.19598,0.24512
160517,00:00,0.225311,0.323,0.55757,0.47696,0.362,0.255,0.30374,0.267531,0.33741,0.145345,0.21724,0.1743
160517,08:00,0.233426,0.283,0.67176,0.16667,0.389,0.403,0.32888,0.338287,0.43693,0.178292,0.20547,0.20173
160517,16:00,0.22968,0.277,0.77635,0.20066,0.329,0.295,0.23479,0.267981,0.51255,0.152107,0.21564,0.28259
160518,00:00,0.242679,0.323,0.4919,0.40665,0.41,0.234,0.25505,0.32685,0.37026,0.227944,0.27572,0.22837
160518,08:00,0.310011,0.325,0.79387,0.25325,0.508,0.459,0.28564,0.277847,0.53648,0.246126,0.38528,0.25757
160518,16:00,0.282935,0.399,0.62825,0.19359,0.548,0.244,,0.284261,0.40962,0.135005,0.22745,0.25256
160519,00:00,0.335439,0.713,1.16976,0.31849,0.643,0.679,0.60039,0.589628,0.35662,0.428648,0.28857,0.24223
160519,08:00,0.519638,0.419,1.04195,0.23415,0.62,0.448,0.41303,0.383623,0.66298,0.403421,0.35574,0.49261
160519,16:00,0.259618,0.318,0.61215,0.19931,0.422,0.276,0.18651,0.252202,0.28767,0.170129,0.1969,0.36588
160520,00:00,0.665299,0.425,0.82344,0.50268,0.625,0.811,0.63444,0.534102,0.7253,0.408871,0.57266,0.30711
160520,08:00,0.588593,0.46,0.81863,0.25073,1.013,0.358,0.36824,0.338614,0.97345,0.405518,0.39342,0.31262
160520,16:00,0.286155,0.298,0.60345,0.22839,0.621,0.281,0.22471,0.32057,0.46846,0.106669,0.17183,0.32049
160521,00:00,0.584211,0.368,0.85242,0.60262,0.643,0.378,0.47656,0.262132,0.71128,0.40041,0.38518,0.26848
160521,08:00,0.321613,0.388,0.98212,0.22621,0.342,0.318,0.34242,0.254691,0.55447,0.192576,0.28391,0.29082
160521,16:00,0.263973,0.331,0.54051,0.24348,0.362,0.293,0.20932,0.27187,0.49251,0.135771,0.21075,0.31265
160522,00:00,0.742909,1.847,0.99673,0.73886,0.87,0.575,0.51683,0.504425,0.93658,0.271815,0.59232,0.67807
160522,08:00,0.392326,0.354,0.90685,0.25289,0.282,0.294,0.30931,0.344433,0.40297,0.17401,0.2942,0.30937
160522,16:00,0.276868,0.336,0.49706,0.26388,0.395,0.318,0.18875,0.31002,0.35456,0.11409,0.21146,0.5129
